Year,Code_District,Name_Dist,Code_NBHD,Name_NBHD,Nationality,Average_Age
2015,3,Sants-Montjuïc,13,la Marina de Port,Mixed,33.8
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,36.8
2015,3,Sants-Montjuïc,15,Hostafrancs,Mixed,34.9
2015,3,Sants-Montjuïc,16,la Bordeta,Mixed,34.6
2015,3,Sants-Montjuïc,17,Sants - Badal,Mixed,34.6
2015,3,Sants-Montjuïc,18,Sants,Mixed,35.4
2015,4,Les Corts,19,les Corts,Mixed,37.8
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,36.1
2015,4,Les Corts,21,Pedralbes,Mixed,39.3
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,35.7
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,36.7
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,35.6
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,37.9
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,37.6
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,36.3
2015,6,Gràcia,28,Vallcarca i els Penitents,Mixed,35.8
2015,6,Gràcia,29,el Coll,Mixed,33.6
2015,6,Gràcia,30,la Salut,Mixed,36.9
2015,6,Gràcia,31,la Vila de Gràcia,Mixed,35.7
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,35.7
2015,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,37.0
2015,7,Horta-Guinardó,34,Can Baró,Mixed,34.1
2015,7,Horta-Guinardó,35,el Guinardó,Mixed,35.0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,35.5
2015,7,Horta-Guinardó,37,el Carmel,Mixed,32.1
2015,7,Horta-Guinardó,38,la Teixonera,Mixed,34.0
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,35.5
2015,7,Horta-Guinardó,40,Montbau,Mixed,39.3
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,42.9
2015,7,Horta-Guinardó,42,la Clota,Mixed,27.1
2015,7,Horta-Guinardó,43,Horta,Mixed,37.0
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,34.3
2015,8,Nou Barris,45,Porta,Mixed,34.2
2015,8,Nou Barris,46,el Turó de la Peira,Mixed,32.0
2015,8,Nou Barris,47,Can Peguera,Mixed,32.1
2015,8,Nou Barris,48,la Guineueta,Mixed,35.6
2015,8,Nou Barris,49,Canyelles,Mixed,35.1
2015,8,Nou Barris,50,les Roquetes,Mixed,31.9
2015,8,Nou Barris,51,Verdun,Mixed,32.6
2015,8,Nou Barris,52,la Prosperitat,Mixed,32.7
2015,8,Nou Barris,53,la Trinitat Nova,Mixed,32.3
2015,8,Nou Barris,54,Torre Baró,Mixed,30.3
2015,8,Nou Barris,55,Ciutat Meridiana,Mixed,29.9
2015,8,Nou Barris,56,Vallbona,Mixed,30.0
2015,9,Sant Andreu,57,la Trinitat Vella,Mixed,30.8
2015,9,Sant Andreu,58,Baró de Viver,Mixed,30.7
2015,9,Sant Andreu,59,el Bon Pastor,Mixed,34.5
2015,9,Sant Andreu,60,Sant Andreu,Mixed,35.1
2015,9,Sant Andreu,61,la Sagrera,Mixed,34.2
2015,9,Sant Andreu,62,el Congrés i els Indians,Mixed,35.0
2015,9,Sant Andreu,63,Navas,Mixed,35.5
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,35.4
2015,10,Sant Martí,65,el Clot,Mixed,34.7
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,33.0
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,33.8
2015,10,Sant Martí,68,el Poblenou,Mixed,34.2
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,33.6
2015,10,Sant Martí,70,el Besòs i el Maresme,Mixed,32.2
2015,10,Sant Martí,71,Provençals del Poblenou,Mixed,33.7
2015,10,Sant Martí,72,Sant Martí de Provençals,Mixed,36.2
2015,10,Sant Martí,73,la Verneda i la Pau,Mixed,33.8
2014,1,Ciutat Vella,1,el Raval,Spaniards,48.0
2014,1,Ciutat Vella,2,el Barri Gòtic,Spaniards,50.2
2014,1,Ciutat Vella,3,la Barceloneta,Spaniards,50.1
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Spaniards,50.0
2014,2,Eixample,5,el Fort Pienc,Spaniards,49.7
2014,2,Eixample,6,la Sagrada Família,Spaniards,48.1
2014,2,Eixample,7,la Dreta de l'Eixample,Spaniards,48.9
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Spaniards,47.8
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Spaniards,48.4
2014,2,Eixample,10,Sant Antoni,Spaniards,48.5
2014,3,Sants-Montjuïc,11,el Poble Sec,Spaniards,49.8
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Spaniards,49.0
2014,3,Sants-Montjuïc,13,la Marina de Port,Spaniards,45.3
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Spaniards,45.3
2014,3,Sants-Montjuïc,15,Hostafrancs,Spaniards,48.6
2014,3,Sants-Montjuïc,16,la Bordeta,Spaniards,47.8
2014,3,Sants-Montjuïc,17,Sants - Badal,Spaniards,47.7
2014,3,Sants-Montjuïc,18,Sants,Spaniards,48.3
2014,4,Les Corts,19,les Corts,Spaniards,47.8
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Spaniards,47.6
2014,4,Les Corts,21,Pedralbes,Spaniards,48.0
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Spaniards,46.8
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Spaniards,41.3
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Spaniards,43.7
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Spaniards,42.9
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Spaniards,44.6
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Spaniards,45.5
2014,6,Gràcia,28,Vallcarca i els Penitents,Spaniards,45.1
2014,6,Gràcia,29,el Coll,Spaniards,46.9
2014,6,Gràcia,30,la Salut,Spaniards,45.9
2014,6,Gràcia,31,la Vila de Gràcia,Spaniards,47.6
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Spaniards,47.2
2014,7,Horta-Guinardó,33,el Baix Guinardó,Spaniards,47.9
2014,7,Horta-Guinardó,34,Can Baró,Spaniards,48.6
2014,7,Horta-Guinardó,35,el Guinardó,Spaniards,47.9
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Spaniards,47.7
2014,7,Horta-Guinardó,37,el Carmel,Spaniards,45.7
2014,7,Horta-Guinardó,38,la Teixonera,Spaniards,46.8
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Spaniards,46.7
2014,7,Horta-Guinardó,40,Montbau,Spaniards,49.8
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Spaniards,52.2
2014,7,Horta-Guinardó,42,la Clota,Spaniards,48.1
2014,7,Horta-Guinardó,43,Horta,Spaniards,43.4
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Spaniards,47.8
2014,8,Nou Barris,45,Porta,Spaniards,48.7
2014,8,Nou Barris,46,el Turó de la Peira,Spaniards,49.4
2014,8,Nou Barris,47,Can Peguera,Spaniards,51.7
2014,8,Nou Barris,48,la Guineueta,Spaniards,46.7
2014,8,Nou Barris,49,Canyelles,Spaniards,48.8
2014,8,Nou Barris,50,les Roquetes,Spaniards,47.3
2014,8,Nou Barris,51,Verdun,Spaniards,44.9
2014,8,Nou Barris,52,la Prosperitat,Spaniards,48.4
2014,8,Nou Barris,53,la Trinitat Nova,Spaniards,48.6
2014,8,Nou Barris,54,Torre Baró,Spaniards,47.1
2014,8,Nou Barris,55,Ciutat Meridiana,Spaniards,41.1
2014,8,Nou Barris,56,Vallbona,Spaniards,47.0
2014,9,Sant Andreu,57,la Trinitat Vella,Spaniards,42.9
2014,9,Sant Andreu,58,Baró de Viver,Spaniards,44.7
2014,9,Sant Andreu,59,el Bon Pastor,Spaniards,42.6
2014,9,Sant Andreu,60,Sant Andreu,Spaniards,42.5
2014,9,Sant Andreu,61,la Sagrera,Spaniards,45.3
2014,9,Sant Andreu,62,el Congrés i els Indians,Spaniards,47.8
2014,9,Sant Andreu,63,Navas,Spaniards,48.6
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Spaniards,48.5
2014,10,Sant Martí,65,el Clot,Spaniards,48.4
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Spaniards,45.6
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Spaniards,46.8
2014,10,Sant Martí,68,el Poblenou,Spaniards,41.0
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Spaniards,44.0
2014,10,Sant Martí,70,el Besòs i el Maresme,Spaniards,40.9
2014,10,Sant Martí,71,Provençals del Poblenou,Spaniards,47.3
2014,10,Sant Martí,72,Sant Martí de Provençals,Spaniards,44.4
2014,10,Sant Martí,73,la Verneda i la Pau,Spaniards,48.6
2014,1,Ciutat Vella,1,el Raval,Foreigners,30.3
2014,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,31.7
2014,1,Ciutat Vella,3,la Barceloneta,Foreigners,32.8
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,32.9
2014,2,Eixample,5,el Fort Pienc,Foreigners,32.5
2014,2,Eixample,6,la Sagrada Família,Foreigners,31.6
2014,2,Eixample,7,la Dreta de l'Eixample,Foreigners,32.3
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,33.3
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,33.5
2014,2,Eixample,10,Sant Antoni,Foreigners,32.7
2014,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,32.2
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,31.6
2014,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,31.4
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,30.5
2014,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,31.8
2014,3,Sants-Montjuïc,16,la Bordeta,Foreigners,31.8
2014,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,31.8
2014,3,Sants-Montjuïc,18,Sants,Foreigners,31.2
2014,4,Les Corts,19,les Corts,Foreigners,32.0
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,33.0
2014,4,Les Corts,21,Pedralbes,Foreigners,31.4
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,33.4
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,32.0
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,33.2
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,35.1
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,34.4
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,34.3
2014,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,33.7
2014,6,Gràcia,29,el Coll,Foreigners,32.8
2014,6,Gràcia,30,la Salut,Foreigners,32.3
2014,6,Gràcia,31,la Vila de Gràcia,Foreigners,32.9
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,32.0
2014,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,32.6
2014,7,Horta-Guinardó,34,Can Baró,Foreigners,32.1
2014,7,Horta-Guinardó,35,el Guinardó,Foreigners,30.7
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,31.8
2014,7,Horta-Guinardó,37,el Carmel,Foreigners,30.6
2014,7,Horta-Guinardó,38,la Teixonera,Foreigners,30.9
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,31.0
2014,7,Horta-Guinardó,40,Montbau,Foreigners,32.7
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,30.6
2014,7,Horta-Guinardó,42,la Clota,Foreigners,30.1
2014,7,Horta-Guinardó,43,Horta,Foreigners,27.2
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,31.5
2014,8,Nou Barris,45,Porta,Foreigners,31.4
2014,8,Nou Barris,46,el Turó de la Peira,Foreigners,31.1
2014,8,Nou Barris,47,Can Peguera,Foreigners,31.5
2014,8,Nou Barris,48,la Guineueta,Foreigners,32.6
2014,8,Nou Barris,49,Canyelles,Foreigners,32.3
2014,8,Nou Barris,50,les Roquetes,Foreigners,32.4
2014,8,Nou Barris,51,Verdun,Foreigners,29.8
2014,8,Nou Barris,52,la Prosperitat,Foreigners,30.2
2014,8,Nou Barris,53,la Trinitat Nova,Foreigners,31.0
2014,8,Nou Barris,54,Torre Baró,Foreigners,30.1
2014,8,Nou Barris,55,Ciutat Meridiana,Foreigners,29.4
2014,8,Nou Barris,56,Vallbona,Foreigners,29.7
2014,9,Sant Andreu,57,la Trinitat Vella,Foreigners,32.9
2014,9,Sant Andreu,58,Baró de Viver,Foreigners,30.4
2014,9,Sant Andreu,59,el Bon Pastor,Foreigners,30.4
2014,9,Sant Andreu,60,Sant Andreu,Foreigners,31.2
2014,9,Sant Andreu,61,la Sagrera,Foreigners,31.9
2014,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,31.9
2014,9,Sant Andreu,63,Navas,Foreigners,31.8
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,31.7
2014,10,Sant Martí,65,el Clot,Foreigners,32.6
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,32.6
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,31.5
2014,10,Sant Martí,68,el Poblenou,Foreigners,33.6
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,32.2
2014,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,32.0
2014,10,Sant Martí,71,Provençals del Poblenou,Foreigners,30.5
2014,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,31.0
2014,10,Sant Martí,73,la Verneda i la Pau,Foreigners,31.1
2014,1,Ciutat Vella,1,el Raval,Mixed,31.6
2014,1,Ciutat Vella,2,el Barri Gòtic,Mixed,33.3
2014,1,Ciutat Vella,3,la Barceloneta,Mixed,35.6
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,35.5
2014,2,Eixample,5,el Fort Pienc,Mixed,34.2
2014,2,Eixample,6,la Sagrada Família,Mixed,36.6
2014,2,Eixample,7,la Dreta de l'Eixample,Mixed,36.4
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,37.2
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,36.7
2014,2,Eixample,10,Sant Antoni,Mixed,36.0
2014,3,Sants-Montjuïc,11,el Poble Sec,Mixed,35.3
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,33.9
2014,3,Sants-Montjuïc,13,la Marina de Port,Mixed,35.4
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,33.6
2014,3,Sants-Montjuïc,15,Hostafrancs,Mixed,35.8
2014,3,Sants-Montjuïc,16,la Bordeta,Mixed,34.5
2014,3,Sants-Montjuïc,17,Sants - Badal,Mixed,33.9
2014,3,Sants-Montjuïc,18,Sants,Mixed,34.6
2014,4,Les Corts,19,les Corts,Mixed,35.1
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,37.7
2014,4,Les Corts,21,Pedralbes,Mixed,35.6
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,39.2
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,37.1
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,36.6
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,35.8
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,38.0
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,37.9
2014,6,Gràcia,28,Vallcarca i els Penitents,Mixed,36.6
2014,6,Gràcia,29,el Coll,Mixed,35.1
2014,6,Gràcia,30,la Salut,Mixed,33.9
2014,6,Gràcia,31,la Vila de Gràcia,Mixed,36.6
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,35.0
2014,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,35.5
2014,7,Horta-Guinardó,34,Can Baró,Mixed,37.6
2014,7,Horta-Guinardó,35,el Guinardó,Mixed,34.0
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,34.5
2014,7,Horta-Guinardó,37,el Carmel,Mixed,36.9
2014,7,Horta-Guinardó,38,la Teixonera,Mixed,31.7
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,33.3
2014,7,Horta-Guinardó,40,Montbau,Mixed,34.7
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,34.9
2014,7,Horta-Guinardó,42,la Clota,Mixed,42.9
2014,7,Horta-Guinardó,43,Horta,Mixed,33.4
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,36.3
2014,8,Nou Barris,45,Porta,Mixed,34.2
2014,8,Nou Barris,46,el Turó de la Peira,Mixed,34.3
2014,8,Nou Barris,47,Can Peguera,Mixed,31.8
2014,8,Nou Barris,48,la Guineueta,Mixed,31.5
2014,8,Nou Barris,49,Canyelles,Mixed,35.4
2014,8,Nou Barris,50,les Roquetes,Mixed,35.2
2014,8,Nou Barris,51,Verdun,Mixed,31.3
2014,8,Nou Barris,52,la Prosperitat,Mixed,31.9
2014,8,Nou Barris,53,la Trinitat Nova,Mixed,32.1
2014,8,Nou Barris,54,Torre Baró,Mixed,31.6
2014,8,Nou Barris,55,Ciutat Meridiana,Mixed,30.7
2014,8,Nou Barris,56,Vallbona,Mixed,29.4
2014,9,Sant Andreu,57,la Trinitat Vella,Mixed,31.6
2014,9,Sant Andreu,58,Baró de Viver,Mixed,31.0
2014,9,Sant Andreu,59,el Bon Pastor,Mixed,31.8
2014,9,Sant Andreu,60,Sant Andreu,Mixed,34.1
2014,9,Sant Andreu,61,la Sagrera,Mixed,35.4
2014,9,Sant Andreu,62,el Congrés i els Indians,Mixed,34.1
2014,9,Sant Andreu,63,Navas,Mixed,34.5
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,34.9
2014,10,Sant Martí,65,el Clot,Mixed,35.2
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,34.4
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,32.9
2014,10,Sant Martí,68,el Poblenou,Mixed,33.4
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,33.5
2014,10,Sant Martí,70,el Besòs i el Maresme,Mixed,33.3
2014,10,Sant Martí,71,Provençals del Poblenou,Mixed,32.2
2014,10,Sant Martí,72,Sant Martí de Provençals,Mixed,33.5
2014,10,Sant Martí,73,la Verneda i la Pau,Mixed,35.5
