Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Desc_superficie,Superficie_m2
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",151-210 m²,187
2017,5,Sarrià-Sant Gervasi,23,Sarrià,151-210 m²,1194
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,151-210 m²,1760
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,151-210 m²,2421
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,151-210 m²,4557
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,151-210 m²,862
2017,6,Gràcia,28,Vallcarca i els Penitents,151-210 m²,282
2017,6,Gràcia,29,el Coll,151-210 m²,22
2017,6,Gràcia,30,la Salut,151-210 m²,107
2017,6,Gràcia,31,la Vila de Gràcia,151-210 m²,714
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,151-210 m²,153
2017,7,Horta-Guinardó,33,el Baix Guinardó,151-210 m²,47
2017,7,Horta-Guinardó,34,Can Baró,151-210 m²,8
2017,7,Horta-Guinardó,35,el Guinardó,151-210 m²,94
2017,7,Horta-Guinardó,36,la Font d'en Fargues,151-210 m²,81
2017,7,Horta-Guinardó,37,el Carmel,151-210 m²,16
2017,7,Horta-Guinardó,38,la Teixonera,151-210 m²,2
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,151-210 m²,13
2017,7,Horta-Guinardó,40,Montbau,151-210 m²,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,151-210 m²,22
2017,7,Horta-Guinardó,42,la Clota,151-210 m²,3
2017,7,Horta-Guinardó,43,Horta,151-210 m²,60
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,151-210 m²,13
2017,8,Nou Barris,45,Porta,151-210 m²,13
2017,8,Nou Barris,46,el Turó de la Peira,151-210 m²,3
2017,8,Nou Barris,47,Can Peguera,151-210 m²,1
2017,8,Nou Barris,48,la Guineueta,151-210 m²,1
2017,8,Nou Barris,49,Canyelles,151-210 m²,0
2017,8,Nou Barris,50,les Roquetes,151-210 m²,9
2017,8,Nou Barris,51,Verdun,151-210 m²,3
2017,8,Nou Barris,52,la Prosperitat,151-210 m²,24
2017,8,Nou Barris,53,la Trinitat Nova,151-210 m²,1
2017,8,Nou Barris,54,Torre Baró,151-210 m²,18
2017,8,Nou Barris,55,Ciutat Meridiana,151-210 m²,0
2017,8,Nou Barris,56,Vallbona,151-210 m²,3
2017,9,Sant Andreu,57,la Trinitat Vella,151-210 m²,5
2017,9,Sant Andreu,58,Baró de Viver,151-210 m²,0
2017,9,Sant Andreu,59,el Bon Pastor,151-210 m²,4
2017,9,Sant Andreu,60,Sant Andreu,151-210 m²,74
2017,9,Sant Andreu,61,la Sagrera,151-210 m²,17
2017,9,Sant Andreu,62,el Congrés i els Indians,151-210 m²,23
2017,9,Sant Andreu,63,Navas,151-210 m²,12
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,151-210 m²,94
2017,10,Sant Martí,65,el Clot,151-210 m²,36
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,151-210 m²,40
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,151-210 m²,167
2017,10,Sant Martí,68,el Poblenou,151-210 m²,87
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,151-210 m²,76
2017,10,Sant Martí,70,el Besòs i el Maresme,151-210 m²,4
2017,10,Sant Martí,71,Provençals del Poblenou,151-210 m²,21
2017,10,Sant Martí,72,Sant Martí de Provençals,151-210 m²,16
2017,10,Sant Martí,73,la Verneda i la Pau,151-210 m²,15
2017,1,Ciutat Vella,1,el Raval,211-250 m²,112
2017,1,Ciutat Vella,2,el Barri Gòtic,211-250 m²,137
2017,1,Ciutat Vella,3,la Barceloneta,211-250 m²,4
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",211-250 m²,107
2017,2,Eixample,5,el Fort Pienc,211-250 m²,34
2017,2,Eixample,6,la Sagrada Família,211-250 m²,19
2017,2,Eixample,7,la Dreta de l'Eixample,211-250 m²,1005
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,211-250 m²,268
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,211-250 m²,31
2017,2,Eixample,10,Sant Antoni,211-250 m²,39
2017,3,Sants-Montjuïc,11,el Poble Sec,211-250 m²,7
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,211-250 m²,2
2017,3,Sants-Montjuïc,13,la Marina de Port,211-250 m²,0
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,211-250 m²,0
2017,3,Sants-Montjuïc,15,Hostafrancs,211-250 m²,0
2017,3,Sants-Montjuïc,16,la Bordeta,211-250 m²,1
2017,3,Sants-Montjuïc,17,Sants - Badal,211-250 m²,2
2017,3,Sants-Montjuïc,18,Sants,211-250 m²,5
2017,4,Les Corts,19,les Corts,211-250 m²,101
2017,4,Les Corts,20,la Maternitat i Sant Ramon,211-250 m²,12
2017,4,Les Corts,21,Pedralbes,211-250 m²,316
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",211-250 m²,29
2017,5,Sarrià-Sant Gervasi,23,Sarrià,211-250 m²,193
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,211-250 m²,463
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,211-250 m²,352
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,211-250 m²,1173
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,211-250 m²,162
2017,6,Gràcia,28,Vallcarca i els Penitents,211-250 m²,28
2017,6,Gràcia,29,el Coll,211-250 m²,3
2017,6,Gràcia,30,la Salut,211-250 m²,11
2017,6,Gràcia,31,la Vila de Gràcia,211-250 m²,138
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,211-250 m²,23
2017,7,Horta-Guinardó,33,el Baix Guinardó,211-250 m²,2
2017,7,Horta-Guinardó,34,Can Baró,211-250 m²,3
2017,7,Horta-Guinardó,35,el Guinardó,211-250 m²,11
2017,7,Horta-Guinardó,36,la Font d'en Fargues,211-250 m²,4
2017,7,Horta-Guinardó,37,el Carmel,211-250 m²,1
2017,7,Horta-Guinardó,38,la Teixonera,211-250 m²,1
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,211-250 m²,4
2017,7,Horta-Guinardó,40,Montbau,211-250 m²,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,211-250 m²,5
2017,7,Horta-Guinardó,42,la Clota,211-250 m²,0
2017,7,Horta-Guinardó,43,Horta,211-250 m²,10
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,211-250 m²,3
2017,8,Nou Barris,45,Porta,211-250 m²,2
2017,8,Nou Barris,46,el Turó de la Peira,211-250 m²,0
2017,8,Nou Barris,47,Can Peguera,211-250 m²,0
2017,8,Nou Barris,48,la Guineueta,211-250 m²,1
2017,8,Nou Barris,49,Canyelles,211-250 m²,0
2017,8,Nou Barris,50,les Roquetes,211-250 m²,0
2017,8,Nou Barris,51,Verdun,211-250 m²,0
2017,8,Nou Barris,52,la Prosperitat,211-250 m²,3
2017,8,Nou Barris,53,la Trinitat Nova,211-250 m²,1
2017,8,Nou Barris,54,Torre Baró,211-250 m²,1
2017,8,Nou Barris,55,Ciutat Meridiana,211-250 m²,0
2017,8,Nou Barris,56,Vallbona,211-250 m²,0
2017,9,Sant Andreu,57,la Trinitat Vella,211-250 m²,2
2017,9,Sant Andreu,58,Baró de Viver,211-250 m²,0
2017,9,Sant Andreu,59,el Bon Pastor,211-250 m²,0
2017,9,Sant Andreu,60,Sant Andreu,211-250 m²,7
2017,9,Sant Andreu,61,la Sagrera,211-250 m²,4
2017,9,Sant Andreu,62,el Congrés i els Indians,211-250 m²,1
2017,9,Sant Andreu,63,Navas,211-250 m²,0
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,211-250 m²,11
2017,10,Sant Martí,65,el Clot,211-250 m²,3
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,211-250 m²,4
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,211-250 m²,2
2017,10,Sant Martí,68,el Poblenou,211-250 m²,8
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,211-250 m²,13
2017,10,Sant Martí,70,el Besòs i el Maresme,211-250 m²,0
2017,10,Sant Martí,71,Provençals del Poblenou,211-250 m²,2
2017,10,Sant Martí,72,Sant Martí de Provençals,211-250 m²,1
2017,10,Sant Martí,73,la Verneda i la Pau,211-250 m²,4
2017,1,Ciutat Vella,1,el Raval,Més de 250 m²,101
2017,1,Ciutat Vella,2,el Barri Gòtic,Més de 250 m²,160
2017,1,Ciutat Vella,3,la Barceloneta,Més de 250 m²,7
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Més de 250 m²,99
2017,2,Eixample,5,el Fort Pienc,Més de 250 m²,33
2017,2,Eixample,6,la Sagrada Família,Més de 250 m²,54
2017,2,Eixample,7,la Dreta de l'Eixample,Més de 250 m²,738
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Més de 250 m²,159
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Més de 250 m²,10
2017,2,Eixample,10,Sant Antoni,Més de 250 m²,46
2017,3,Sants-Montjuïc,11,el Poble Sec,Més de 250 m²,8
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Més de 250 m²,4
2017,3,Sants-Montjuïc,13,la Marina de Port,Més de 250 m²,1
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Més de 250 m²,0
2017,3,Sants-Montjuïc,15,Hostafrancs,Més de 250 m²,8
2017,3,Sants-Montjuïc,16,la Bordeta,Més de 250 m²,0
2017,3,Sants-Montjuïc,17,Sants - Badal,Més de 250 m²,2
2017,3,Sants-Montjuïc,18,Sants,Més de 250 m²,4
2017,4,Les Corts,19,les Corts,Més de 250 m²,29
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Més de 250 m²,6
2017,4,Les Corts,21,Pedralbes,Més de 250 m²,260
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Més de 250 m²,23
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Més de 250 m²,114
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Més de 250 m²,342
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Més de 250 m²,266
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Més de 250 m²,1222
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Més de 250 m²,95
2017,6,Gràcia,28,Vallcarca i els Penitents,Més de 250 m²,15
2017,6,Gràcia,29,el Coll,Més de 250 m²,1
2017,6,Gràcia,30,la Salut,Més de 250 m²,13
2017,6,Gràcia,31,la Vila de Gràcia,Més de 250 m²,104
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Més de 250 m²,27
2017,7,Horta-Guinardó,33,el Baix Guinardó,Més de 250 m²,3
2017,7,Horta-Guinardó,34,Can Baró,Més de 250 m²,2
2017,7,Horta-Guinardó,35,el Guinardó,Més de 250 m²,17
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Més de 250 m²,10
2017,7,Horta-Guinardó,37,el Carmel,Més de 250 m²,5
2017,7,Horta-Guinardó,38,la Teixonera,Més de 250 m²,0
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Més de 250 m²,5
2017,7,Horta-Guinardó,40,Montbau,Més de 250 m²,1
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Més de 250 m²,2
2017,7,Horta-Guinardó,42,la Clota,Més de 250 m²,0
2017,7,Horta-Guinardó,43,Horta,Més de 250 m²,16
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Més de 250 m²,3
2017,8,Nou Barris,45,Porta,Més de 250 m²,6
2017,8,Nou Barris,46,el Turó de la Peira,Més de 250 m²,4
2017,8,Nou Barris,47,Can Peguera,Més de 250 m²,0
2017,8,Nou Barris,48,la Guineueta,Més de 250 m²,0
2017,8,Nou Barris,49,Canyelles,Més de 250 m²,0
2017,8,Nou Barris,50,les Roquetes,Més de 250 m²,0
2017,8,Nou Barris,51,Verdun,Més de 250 m²,2
2017,8,Nou Barris,52,la Prosperitat,Més de 250 m²,7
2017,8,Nou Barris,53,la Trinitat Nova,Més de 250 m²,0
2017,8,Nou Barris,54,Torre Baró,Més de 250 m²,0
2017,8,Nou Barris,55,Ciutat Meridiana,Més de 250 m²,0
2017,8,Nou Barris,56,Vallbona,Més de 250 m²,0
2017,9,Sant Andreu,57,la Trinitat Vella,Més de 250 m²,0
2017,9,Sant Andreu,58,Baró de Viver,Més de 250 m²,0
2017,9,Sant Andreu,59,el Bon Pastor,Més de 250 m²,1
2017,9,Sant Andreu,60,Sant Andreu,Més de 250 m²,4
2017,9,Sant Andreu,61,la Sagrera,Més de 250 m²,2
2017,9,Sant Andreu,62,el Congrés i els Indians,Més de 250 m²,3
2017,9,Sant Andreu,63,Navas,Més de 250 m²,1
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Més de 250 m²,24
2017,10,Sant Martí,65,el Clot,Més de 250 m²,16
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Més de 250 m²,19
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Més de 250 m²,12
2017,10,Sant Martí,68,el Poblenou,Més de 250 m²,24
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Més de 250 m²,18
2017,10,Sant Martí,70,el Besòs i el Maresme,Més de 250 m²,1
2017,10,Sant Martí,71,Provençals del Poblenou,Més de 250 m²,7
2017,10,Sant Martí,72,Sant Martí de Provençals,Més de 250 m²,4
2017,10,Sant Martí,73,la Verneda i la Pau,Més de 250 m²,6
2017,1,Ciutat Vella,1,el Raval,No consta,7
2017,1,Ciutat Vella,2,el Barri Gòtic,No consta,3
2017,1,Ciutat Vella,3,la Barceloneta,No consta,0
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",No consta,0
2017,2,Eixample,5,el Fort Pienc,No consta,0
2017,2,Eixample,6,la Sagrada Família,No consta,0
2017,2,Eixample,7,la Dreta de l'Eixample,No consta,9
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,No consta,2
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,No consta,0
2017,2,Eixample,10,Sant Antoni,No consta,0
2017,3,Sants-Montjuïc,11,el Poble Sec,No consta,2
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,No consta,2
2017,3,Sants-Montjuïc,13,la Marina de Port,No consta,0
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,No consta,0
2017,3,Sants-Montjuïc,15,Hostafrancs,No consta,0
2017,3,Sants-Montjuïc,16,la Bordeta,No consta,0
2017,3,Sants-Montjuïc,17,Sants - Badal,No consta,0
2017,3,Sants-Montjuïc,18,Sants,No consta,0
2017,4,Les Corts,19,les Corts,No consta,1
2017,4,Les Corts,20,la Maternitat i Sant Ramon,No consta,0
2017,4,Les Corts,21,Pedralbes,No consta,4
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",No consta,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,No consta,0
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,No consta,1
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,No consta,0
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,No consta,1
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,No consta,0
2017,6,Gràcia,28,Vallcarca i els Penitents,No consta,0
2017,6,Gràcia,29,el Coll,No consta,0
2017,6,Gràcia,30,la Salut,No consta,0
2017,6,Gràcia,31,la Vila de Gràcia,No consta,0
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,No consta,0
2017,7,Horta-Guinardó,33,el Baix Guinardó,No consta,0
2017,7,Horta-Guinardó,34,Can Baró,No consta,0
2017,7,Horta-Guinardó,35,el Guinardó,No consta,0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,No consta,0
2017,7,Horta-Guinardó,37,el Carmel,No consta,0
2017,7,Horta-Guinardó,38,la Teixonera,No consta,0
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,No consta,0
2017,7,Horta-Guinardó,40,Montbau,No consta,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,No consta,2
2017,7,Horta-Guinardó,42,la Clota,No consta,0
2017,7,Horta-Guinardó,43,Horta,No consta,0
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,No consta,0
2017,8,Nou Barris,45,Porta,No consta,0
2017,8,Nou Barris,46,el Turó de la Peira,No consta,0
2017,8,Nou Barris,47,Can Peguera,No consta,0
2017,8,Nou Barris,48,la Guineueta,No consta,0
2017,8,Nou Barris,49,Canyelles,No consta,0
2017,8,Nou Barris,50,les Roquetes,No consta,0
2017,8,Nou Barris,51,Verdun,No consta,0
2017,8,Nou Barris,52,la Prosperitat,No consta,0
2017,8,Nou Barris,53,la Trinitat Nova,No consta,0
2017,8,Nou Barris,54,Torre Baró,No consta,1
2017,8,Nou Barris,55,Ciutat Meridiana,No consta,0
2017,8,Nou Barris,56,Vallbona,No consta,0
2017,9,Sant Andreu,57,la Trinitat Vella,No consta,0
2017,9,Sant Andreu,58,Baró de Viver,No consta,0
2017,9,Sant Andreu,59,el Bon Pastor,No consta,0
2017,9,Sant Andreu,60,Sant Andreu,No consta,0
2017,9,Sant Andreu,61,la Sagrera,No consta,0
2017,9,Sant Andreu,62,el Congrés i els Indians,No consta,0
2017,9,Sant Andreu,63,Navas,No consta,0
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,No consta,0
2017,10,Sant Martí,65,el Clot,No consta,0
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,No consta,0
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,No consta,0
2017,10,Sant Martí,68,el Poblenou,No consta,0
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,No consta,14
2017,10,Sant Martí,70,el Besòs i el Maresme,No consta,0
2017,10,Sant Martí,71,Provençals del Poblenou,No consta,0
2017,10,Sant Martí,72,Sant Martí de Provençals,No consta,0
2017,10,Sant Martí,73,la Verneda i la Pau,No consta,0
