Year,Code_District,Name_Dist,Code_NBHD,Name_NBHD,Nationality,Amount,Average_Age
2016,9,Sant Andreu,57,la Trinitat Vella,Spaniards,2506,45.0
2016,9,Sant Andreu,58,Baró de Viver,Spaniards,833,42.9
2016,9,Sant Andreu,59,el Bon Pastor,Spaniards,3893,42.4
2016,9,Sant Andreu,60,Sant Andreu,Spaniards,21340,45.6
2016,9,Sant Andreu,61,la Sagrera,Spaniards,10131,48.0
2016,9,Sant Andreu,62,el Congrés i els Indians,Spaniards,5128,48.4
2016,9,Sant Andreu,63,Navas,Spaniards,7654,48.6
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Spaniards,13411,48.7
2016,10,Sant Martí,65,el Clot,Spaniards,9079,46.1
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Spaniards,4745,47.0
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Spaniards,2694,41.8
2016,10,Sant Martí,68,el Poblenou,Spaniards,10751,43.9
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Spaniards,4299,41.3
2016,10,Sant Martí,70,el Besòs i el Maresme,Spaniards,6492,47.7
2016,10,Sant Martí,71,Provençals del Poblenou,Spaniards,6918,44.6
2016,10,Sant Martí,72,Sant Martí de Provençals,Spaniards,9338,48.6
2016,10,Sant Martí,73,la Verneda i la Pau,Spaniards,10180,49.0
2016,1,Ciutat Vella,1,el Raval,Foreigners,4552,31.7
2016,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,1837,32.7
2016,1,Ciutat Vella,3,la Barceloneta,Foreigners,1603,33.1
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,2630,32.3
2016,2,Eixample,5,el Fort Pienc,Foreigners,1329,31.7
2016,2,Eixample,6,la Sagrada Família,Foreigners,2029,32.1
2016,2,Eixample,7,la Dreta de l'Eixample,Foreigners,2394,33.1
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,2088,33.4
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,2159,32.6
2016,2,Eixample,10,Sant Antoni,Foreigners,1639,32.6
2016,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,2352,31.9
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,18,35.2
2016,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,654,31.0
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,378,32.4
2016,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,700,32.3
2016,3,Sants-Montjuïc,16,la Bordeta,Foreigners,409,31.7
2016,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,709,31.3
2016,3,Sants-Montjuïc,18,Sants,Foreigners,1292,32.6
2016,4,Les Corts,19,les Corts,Foreigners,1068,32.9
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,522,31.8
2016,4,Les Corts,21,Pedralbes,Foreigners,414,33.0
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,120,31.7
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,667,32.9
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,276,35.4
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,544,33.9
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1324,34.2
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,1009,33.4
2016,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,446,33.0
2016,6,Gràcia,29,el Coll,Foreigners,227,32.6
2016,6,Gràcia,30,la Salut,Foreigners,362,33.3
2016,6,Gràcia,31,la Vila de Gràcia,Foreigners,2694,32.2
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,1021,32.0
2016,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,676,32.2
2016,7,Horta-Guinardó,34,Can Baró,Foreigners,247,31.5
2016,7,Horta-Guinardó,35,el Guinardó,Foreigners,887,31.9
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,85,33.1
2016,7,Horta-Guinardó,37,el Carmel,Foreigners,710,31.5
2016,7,Horta-Guinardó,38,la Teixonera,Foreigners,265,31.8
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,143,32.7
2016,7,Horta-Guinardó,40,Montbau,Foreigners,96,30.6
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,89,29.7
2016,7,Horta-Guinardó,42,la Clota,Foreigners,10,34.0
2016,7,Horta-Guinardó,43,Horta,Foreigners,391,31.3
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,538,31.6
2016,8,Nou Barris,45,Porta,Foreigners,476,31.9
2016,8,Nou Barris,46,el Turó de la Peira,Foreigners,417,31.3
2016,8,Nou Barris,47,Can Peguera,Foreigners,22,34.0
2016,8,Nou Barris,48,la Guineueta,Foreigners,148,32.5
2016,8,Nou Barris,49,Canyelles,Foreigners,46,32.7
2016,8,Nou Barris,50,les Roquetes,Foreigners,500,30.4
2016,8,Nou Barris,51,Verdun,Foreigners,323,29.9
2016,8,Nou Barris,52,la Prosperitat,Foreigners,567,31.0
2016,8,Nou Barris,53,la Trinitat Nova,Foreigners,206,31.2
2016,8,Nou Barris,54,Torre Baró,Foreigners,66,29.2
2016,8,Nou Barris,55,Ciutat Meridiana,Foreigners,417,29.8
2016,8,Nou Barris,56,Vallbona,Foreigners,26,34.6
2016,9,Sant Andreu,57,la Trinitat Vella,Foreigners,441,30.6
2016,9,Sant Andreu,58,Baró de Viver,Foreigners,37,32.0
2016,9,Sant Andreu,59,el Bon Pastor,Foreigners,215,31.8
2016,9,Sant Andreu,60,Sant Andreu,Foreigners,608,31.8
2016,9,Sant Andreu,61,la Sagrera,Foreigners,549,31.9
2016,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,293,31.7
2016,9,Sant Andreu,63,Navas,Foreigners,478,32.1
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1183,32.2
2016,10,Sant Martí,65,el Clot,Foreigners,724,32.7
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,609,31.5
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,409,33.8
2016,10,Sant Martí,68,el Poblenou,Foreigners,1344,32.6
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,586,32.2
2016,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,887,31.1
2016,10,Sant Martí,71,Provençals del Poblenou,Foreigners,543,30.9
2016,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,472,31.4
2016,10,Sant Martí,73,la Verneda i la Pau,Foreigners,460,31.6
2016,1,Ciutat Vella,1,el Raval,Mixed,3621,33.8
2016,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1140,35.9
2016,1,Ciutat Vella,3,la Barceloneta,Mixed,899,36.6
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1663,34.3
2016,2,Eixample,5,el Fort Pienc,Mixed,1492,36.1
2016,2,Eixample,6,la Sagrada Família,Mixed,2418,36.2
2016,2,Eixample,7,la Dreta de l'Eixample,Mixed,2265,37.9
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2178,37.0
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2616,36.3
2016,2,Eixample,10,Sant Antoni,Mixed,2038,35.5
2016,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2598,34.3
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,27,34.7
2016,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1078,34.0
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,495,36.5
2016,3,Sants-Montjuïc,15,Hostafrancs,Mixed,834,34.8
2016,3,Sants-Montjuïc,16,la Bordeta,Mixed,654,34.6
2016,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1023,34.8
2016,3,Sants-Montjuïc,18,Sants,Mixed,1788,35.8
2016,4,Les Corts,19,les Corts,Mixed,1369,37.6
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,740,36.1
2016,4,Les Corts,21,Pedralbes,Mixed,398,38.7
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,196,36.0
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,820,36.3
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,494,36.9
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,862,38.0
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1762,37.7
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1164,36.2
2016,6,Gràcia,28,Vallcarca i els Penitents,Mixed,619,35.8
2016,6,Gràcia,29,el Coll,Mixed,305,34.0
2016,6,Gràcia,30,la Salut,Mixed,497,37.0
2016,6,Gràcia,31,la Vila de Gràcia,Mixed,2594,35.7
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1338,36.0
2016,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,986,37.2
2016,7,Horta-Guinardó,34,Can Baró,Mixed,346,34.0
2016,7,Horta-Guinardó,35,el Guinardó,Mixed,1518,34.8
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,200,34.5
2016,7,Horta-Guinardó,37,el Carmel,Mixed,1084,32.5
2016,7,Horta-Guinardó,38,la Teixonera,Mixed,400,33.6
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,250,35.4
2016,7,Horta-Guinardó,40,Montbau,Mixed,133,40.5
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,132,43.0
2016,7,Horta-Guinardó,42,la Clota,Mixed,18,27.7
2016,7,Horta-Guinardó,43,Horta,Mixed,664,37.0
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,875,34.6
2016,8,Nou Barris,45,Porta,Mixed,868,34.2
2016,8,Nou Barris,46,el Turó de la Peira,Mixed,791,32.4
2016,8,Nou Barris,47,Can Peguera,Mixed,68,31.8
2016,8,Nou Barris,48,la Guineueta,Mixed,346,36.0
2016,8,Nou Barris,49,Canyelles,Mixed,103,36.2
2016,8,Nou Barris,50,les Roquetes,Mixed,642,31.8
2016,8,Nou Barris,51,Verdun,Mixed,489,32.6
2016,8,Nou Barris,52,la Prosperitat,Mixed,850,33.5
2016,8,Nou Barris,53,la Trinitat Nova,Mixed,282,31.9
2016,8,Nou Barris,54,Torre Baró,Mixed,133,31.2
2016,8,Nou Barris,55,Ciutat Meridiana,Mixed,540,30.0
2016,8,Nou Barris,56,Vallbona,Mixed,48,30.7
2016,9,Sant Andreu,57,la Trinitat Vella,Mixed,526,31.2
2016,9,Sant Andreu,58,Baró de Viver,Mixed,93,30.0
2016,9,Sant Andreu,59,el Bon Pastor,Mixed,352,35.4
2016,9,Sant Andreu,60,Sant Andreu,Mixed,1415,35.4
2016,9,Sant Andreu,61,la Sagrera,Mixed,1016,34.6
2016,9,Sant Andreu,62,el Congrés i els Indians,Mixed,496,35.3
2016,9,Sant Andreu,63,Navas,Mixed,832,35.4
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,1676,35.6
2016,10,Sant Martí,65,el Clot,Mixed,964,35.1
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,683,33.4
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,417,33.7
2016,10,Sant Martí,68,el Poblenou,Mixed,1467,34.2
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,542,33.2
2016,10,Sant Martí,70,el Besòs i el Maresme,Mixed,888,32.1
2016,10,Sant Martí,71,Provençals del Poblenou,Mixed,678,33.9
2016,10,Sant Martí,72,Sant Martí de Provençals,Mixed,774,36.3
2016,10,Sant Martí,73,la Verneda i la Pau,Mixed,773,33.9
2015,1,Ciutat Vella,1,el Raval,Spaniards,8815,50.0
2015,1,Ciutat Vella,2,el Barri Gòtic,Spaniards,3545,50.1
2015,1,Ciutat Vella,3,la Barceloneta,Spaniards,4412,49.8
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Spaniards,5720,49.4
2015,2,Eixample,5,el Fort Pienc,Spaniards,10068,48.3
2015,2,Eixample,6,la Sagrada Família,Spaniards,17533,49.1
2015,2,Eixample,7,la Dreta de l'Eixample,Spaniards,13831,47.8
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Spaniards,13915,48.3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Spaniards,19885,48.7
2015,2,Eixample,10,Sant Antoni,Spaniards,12824,49.9
2015,3,Sants-Montjuïc,11,el Poble Sec,Spaniards,11068,49.1
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Spaniards,398,45.0
2015,3,Sants-Montjuïc,13,la Marina de Port,Spaniards,10058,45.6
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Spaniards,3414,48.6
2015,3,Sants-Montjuïc,15,Hostafrancs,Spaniards,5076,47.8
2015,3,Sants-Montjuïc,16,la Bordeta,Spaniards,6478,47.9
2015,3,Sants-Montjuïc,17,Sants - Badal,Spaniards,8236,48.6
2015,3,Sants-Montjuïc,18,Sants,Spaniards,14112,47.9
2015,4,Les Corts,19,les Corts,Spaniards,16544,47.8
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Spaniards,8426,48.1
2015,4,Les Corts,21,Pedralbes,Spaniards,3434,46.5
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Spaniards,1254,41.5
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Spaniards,7407,43.8
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Spaniards,4793,43.0
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Spaniards,7945,44.7
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Spaniards,15499,45.5
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Spaniards,9994,45.2
2015,6,Gràcia,28,Vallcarca i els Penitents,Spaniards,5432,46.8
2015,6,Gràcia,29,el Coll,Spaniards,2538,46.0
2015,6,Gràcia,30,la Salut,Spaniards,4537,47.8
2015,6,Gràcia,31,la Vila de Gràcia,Spaniards,17652,46.9
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Spaniards,12540,48.0
2015,7,Horta-Guinardó,33,el Baix Guinardó,Spaniards,9161,48.9
2015,7,Horta-Guinardó,34,Can Baró,Spaniards,3188,48.3
2015,7,Horta-Guinardó,35,el Guinardó,Spaniards,12889,47.7
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Spaniards,3411,45.8
2015,7,Horta-Guinardó,37,el Carmel,Spaniards,10951,47.0
2015,7,Horta-Guinardó,38,la Teixonera,Spaniards,4039,46.8
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Spaniards,2436,49.9
2015,7,Horta-Guinardó,40,Montbau,Spaniards,1868,52.0
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Spaniards,2066,47.5
2015,7,Horta-Guinardó,42,la Clota,Spaniards,217,42.9
2015,7,Horta-Guinardó,43,Horta,Spaniards,9566,48.0
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Spaniards,9104,49.0
2015,8,Nou Barris,45,Porta,Spaniards,8745,49.5
2015,8,Nou Barris,46,el Turó de la Peira,Spaniards,4943,51.4
2015,8,Nou Barris,47,Can Peguera,Spaniards,839,47.0
2015,8,Nou Barris,48,la Guineueta,Spaniards,5682,48.9
2015,8,Nou Barris,49,Canyelles,Spaniards,2651,47.7
2015,8,Nou Barris,50,les Roquetes,Spaniards,4697,45.2
2015,8,Nou Barris,51,Verdun,Spaniards,4214,48.4
2015,8,Nou Barris,52,la Prosperitat,Spaniards,9339,48.8
2015,8,Nou Barris,53,la Trinitat Nova,Spaniards,2400,46.8
2015,8,Nou Barris,54,Torre Baró,Spaniards,739,40.6
2015,8,Nou Barris,55,Ciutat Meridiana,Spaniards,2596,47.6
2015,8,Nou Barris,56,Vallbona,Spaniards,407,42.8
2015,9,Sant Andreu,57,la Trinitat Vella,Spaniards,2507,45.0
2015,9,Sant Andreu,58,Baró de Viver,Spaniards,836,42.8
2015,9,Sant Andreu,59,el Bon Pastor,Spaniards,3983,42.4
2015,9,Sant Andreu,60,Sant Andreu,Spaniards,21375,45.5
2015,9,Sant Andreu,61,la Sagrera,Spaniards,10168,47.9
2015,9,Sant Andreu,62,el Congrés i els Indians,Spaniards,5131,48.4
2015,9,Sant Andreu,63,Navas,Spaniards,7656,48.6
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Spaniards,13444,48.6
2015,10,Sant Martí,65,el Clot,Spaniards,9112,46.0
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Spaniards,4778,47.0
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Spaniards,2718,41.4
2015,10,Sant Martí,68,el Poblenou,Spaniards,10824,43.8
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Spaniards,4310,41.2
2015,10,Sant Martí,70,el Besòs i el Maresme,Spaniards,6607,47.5
2015,10,Sant Martí,71,Provençals del Poblenou,Spaniards,6911,44.6
2015,10,Sant Martí,72,Sant Martí de Provençals,Spaniards,9377,48.7
2015,10,Sant Martí,73,la Verneda i la Pau,Spaniards,10203,49.0
2015,1,Ciutat Vella,1,el Raval,Foreigners,4339,31.7
2015,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,1767,32.8
2015,1,Ciutat Vella,3,la Barceloneta,Foreigners,1514,33.0
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,2485,32.5
2015,2,Eixample,5,el Fort Pienc,Foreigners,1284,31.4
2015,2,Eixample,6,la Sagrada Família,Foreigners,1898,32.1
2015,2,Eixample,7,la Dreta de l'Eixample,Foreigners,2270,33.3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,2025,33.4
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,2122,32.7
2015,2,Eixample,10,Sant Antoni,Foreigners,1573,32.5
2015,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,2293,31.8
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,19,36.6
2015,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,633,31.0
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,384,32.2
2015,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,672,32.1
2015,3,Sants-Montjuïc,16,la Bordeta,Foreigners,384,32.0
2015,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,671,31.3
2015,3,Sants-Montjuïc,18,Sants,Foreigners,1272,32.5
2015,4,Les Corts,19,les Corts,Foreigners,1058,33.0
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,504,31.6
2015,4,Les Corts,21,Pedralbes,Foreigners,418,33.1
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,118,31.5
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,649,33.2
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,278,36.1
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,555,34.0
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1259,34.5
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,948,33.4
2015,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,447,33.0
2015,6,Gràcia,29,el Coll,Foreigners,224,32.7
2015,6,Gràcia,30,la Salut,Foreigners,355,33.1
2015,6,Gràcia,31,la Vila de Gràcia,Foreigners,2571,32.1
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,971,32.0
2015,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,649,32.1
2015,7,Horta-Guinardó,34,Can Baró,Foreigners,246,31.3
2015,7,Horta-Guinardó,35,el Guinardó,Foreigners,867,32.0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,83,31.7
2015,7,Horta-Guinardó,37,el Carmel,Foreigners,695,31.2
2015,7,Horta-Guinardó,38,la Teixonera,Foreigners,251,31.6
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,138,33.8
2015,7,Horta-Guinardó,40,Montbau,Foreigners,96,31.0
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,79,29.4
2015,7,Horta-Guinardó,42,la Clota,Foreigners,11,33.0
2015,7,Horta-Guinardó,43,Horta,Foreigners,392,30.9
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,510,32.0
2015,8,Nou Barris,45,Porta,Foreigners,472,31.8
2015,8,Nou Barris,46,el Turó de la Peira,Foreigners,394,31.1
2015,8,Nou Barris,47,Can Peguera,Foreigners,19,33.3
2015,8,Nou Barris,48,la Guineueta,Foreigners,141,31.8
2015,8,Nou Barris,49,Canyelles,Foreigners,44,35.3
2015,8,Nou Barris,50,les Roquetes,Foreigners,494,30.1
2015,8,Nou Barris,51,Verdun,Foreigners,317,30.2
2015,8,Nou Barris,52,la Prosperitat,Foreigners,537,31.3
2015,8,Nou Barris,53,la Trinitat Nova,Foreigners,197,30.5
2015,8,Nou Barris,54,Torre Baró,Foreigners,65,28.6
2015,8,Nou Barris,55,Ciutat Meridiana,Foreigners,398,29.7
2015,8,Nou Barris,56,Vallbona,Foreigners,24,37.8
2015,9,Sant Andreu,57,la Trinitat Vella,Foreigners,430,30.5
2015,9,Sant Andreu,58,Baró de Viver,Foreigners,34,29.6
2015,9,Sant Andreu,59,el Bon Pastor,Foreigners,251,32.1
2015,9,Sant Andreu,60,Sant Andreu,Foreigners,608,32.1
2015,9,Sant Andreu,61,la Sagrera,Foreigners,535,31.8
2015,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,280,31.4
2015,9,Sant Andreu,63,Navas,Foreigners,468,32.0
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1146,32.4
2015,10,Sant Martí,65,el Clot,Foreigners,686,32.8
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,590,31.4
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,392,33.8
2015,10,Sant Martí,68,el Poblenou,Foreigners,1300,32.3
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,556,32.1
2015,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,885,31.0
2015,10,Sant Martí,71,Provençals del Poblenou,Foreigners,536,31.0
2015,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,453,31.3
2015,10,Sant Martí,73,la Verneda i la Pau,Foreigners,444,31.2
2015,1,Ciutat Vella,1,el Raval,Mixed,3622,33.6
2015,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1149,35.8
2015,1,Ciutat Vella,3,la Barceloneta,Mixed,894,36.2
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1664,34.2
2015,2,Eixample,5,el Fort Pienc,Mixed,1528,36.1
2015,2,Eixample,6,la Sagrada Família,Mixed,2419,36.4
2015,2,Eixample,7,la Dreta de l'Eixample,Mixed,2207,37.4
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2141,37.0
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2547,36.1
2015,2,Eixample,10,Sant Antoni,Mixed,2005,35.5
2015,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2608,34.0
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,25,36.4
2015,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1081,33.8
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,482,36.8
2015,3,Sants-Montjuïc,15,Hostafrancs,Mixed,806,34.9
2015,3,Sants-Montjuïc,16,la Bordeta,Mixed,656,34.6
2015,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1026,34.6
2015,3,Sants-Montjuïc,18,Sants,Mixed,1819,35.4
2015,4,Les Corts,19,les Corts,Mixed,1402,37.8
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,729,36.1
2015,4,Les Corts,21,Pedralbes,Mixed,373,39.3
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,193,35.7
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,787,36.7
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,509,35.6
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,852,37.9
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1758,37.6
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1167,36.3
2015,6,Gràcia,28,Vallcarca i els Penitents,Mixed,582,35.8
2015,6,Gràcia,29,el Coll,Mixed,307,33.6
2015,6,Gràcia,30,la Salut,Mixed,505,36.9
2015,6,Gràcia,31,la Vila de Gràcia,Mixed,2604,35.7
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1269,35.7
2015,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,965,37.0
2015,7,Horta-Guinardó,34,Can Baró,Mixed,342,34.1
2015,7,Horta-Guinardó,35,el Guinardó,Mixed,1473,35.0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,203,35.5
2015,7,Horta-Guinardó,37,el Carmel,Mixed,1059,32.1
2015,7,Horta-Guinardó,38,la Teixonera,Mixed,397,34.0
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,221,35.5
2015,7,Horta-Guinardó,40,Montbau,Mixed,142,39.3
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,132,42.9
2015,7,Horta-Guinardó,42,la Clota,Mixed,21,27.1
2015,7,Horta-Guinardó,43,Horta,Mixed,703,37.0
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,877,34.3
2015,8,Nou Barris,45,Porta,Mixed,926,34.2
2015,8,Nou Barris,46,el Turó de la Peira,Mixed,816,32.0
2015,8,Nou Barris,47,Can Peguera,Mixed,68,32.1
2015,8,Nou Barris,48,la Guineueta,Mixed,341,35.6
2015,8,Nou Barris,49,Canyelles,Mixed,108,35.1
2015,8,Nou Barris,50,les Roquetes,Mixed,645,31.9
2015,8,Nou Barris,51,Verdun,Mixed,506,32.6
2015,8,Nou Barris,52,la Prosperitat,Mixed,850,32.7
2015,8,Nou Barris,53,la Trinitat Nova,Mixed,282,32.3
2015,8,Nou Barris,54,Torre Baró,Mixed,131,30.3
2015,8,Nou Barris,55,Ciutat Meridiana,Mixed,549,29.9
2015,8,Nou Barris,56,Vallbona,Mixed,47,30.0
2015,9,Sant Andreu,57,la Trinitat Vella,Mixed,534,30.8
2015,9,Sant Andreu,58,Baró de Viver,Mixed,83,30.7
2015,9,Sant Andreu,59,el Bon Pastor,Mixed,384,34.5
2015,9,Sant Andreu,60,Sant Andreu,Mixed,1380,35.1
2015,9,Sant Andreu,61,la Sagrera,Mixed,1027,34.2
2015,9,Sant Andreu,62,el Congrés i els Indians,Mixed,505,35.0
2015,9,Sant Andreu,63,Navas,Mixed,836,35.5
