Year,Code_District,Name_Dist,Code_NBHD,Name_NBHD,Censal_Section,Use,Description,Amount
2019,2,Eixample,6,la Sagrada Família,29,Hotel,Superfície_m2,136.0
2019,2,Eixample,6,la Sagrada Família,29,Ensenyament,Superfície_m2,813.0
2019,2,Eixample,6,la Sagrada Família,30,Habitatge,Superfície_m2,46834.0
2019,2,Eixample,6,la Sagrada Família,30,Aparcaments,Superfície_m2,5118.0
2019,2,Eixample,6,la Sagrada Família,30,Comerç,Superfície_m2,7970.0
2019,2,Eixample,6,la Sagrada Família,30,Magatzem,Superfície_m2,957.0
2019,2,Eixample,6,la Sagrada Família,30,Oficina,Superfície_m2,2561.0
2019,2,Eixample,6,la Sagrada Família,30,Hotel,Superfície_m2,629.0
2019,2,Eixample,6,la Sagrada Família,31,Habitatge,Superfície_m2,42304.0
2019,2,Eixample,6,la Sagrada Família,31,Aparcaments,Superfície_m2,6268.0
2019,2,Eixample,6,la Sagrada Família,31,Comerç,Superfície_m2,14561.0
2019,2,Eixample,6,la Sagrada Família,31,Magatzem,Superfície_m2,621.0
2019,2,Eixample,6,la Sagrada Família,31,Oficina,Superfície_m2,254.0
2019,2,Eixample,6,la Sagrada Família,31,Hotel,Superfície_m2,129.0
2019,2,Eixample,6,la Sagrada Família,31,Ensenyament,Superfície_m2,2948.0
2019,2,Eixample,6,la Sagrada Família,31,Esportiu,Superfície_m2,823.0
2019,2,Eixample,6,la Sagrada Família,32,Habitatge,Superfície_m2,41568.0
2019,2,Eixample,6,la Sagrada Família,32,Aparcaments,Superfície_m2,9716.0
2019,2,Eixample,6,la Sagrada Família,32,Comerç,Superfície_m2,5736.0
2019,2,Eixample,6,la Sagrada Família,32,Magatzem,Superfície_m2,5683.0
2019,2,Eixample,6,la Sagrada Família,32,Oficina,Superfície_m2,3439.0
2019,2,Eixample,6,la Sagrada Família,32,Hotel,Superfície_m2,831.0
2019,2,Eixample,6,la Sagrada Família,32,Ensenyament,Superfície_m2,134.0
2019,2,Eixample,6,la Sagrada Família,32,Sanitat,Superfície_m2,18030.0
2019,2,Eixample,6,la Sagrada Família,32,Esportiu,Superfície_m2,2152.0
2019,2,Eixample,6,la Sagrada Família,32,Religiós,Superfície_m2,675.0
2019,2,Eixample,6,la Sagrada Família,33,Habitatge,Superfície_m2,42525.0
2019,2,Eixample,6,la Sagrada Família,33,Aparcaments,Superfície_m2,1498.0
2019,2,Eixample,6,la Sagrada Família,33,Comerç,Superfície_m2,4130.0
2019,2,Eixample,6,la Sagrada Família,33,Magatzem,Superfície_m2,2102.0
2019,2,Eixample,6,la Sagrada Família,33,Oficina,Superfície_m2,6116.0
2019,2,Eixample,6,la Sagrada Família,33,Hotel,Superfície_m2,406.0
2019,2,Eixample,6,la Sagrada Família,33,Sanitat,Superfície_m2,459.0
2019,2,Eixample,6,la Sagrada Família,33,Espectacles,Superfície_m2,236.0
2019,2,Eixample,6,la Sagrada Família,34,Habitatge,Superfície_m2,42795.0
2019,2,Eixample,6,la Sagrada Família,34,Aparcaments,Superfície_m2,1418.0
2019,2,Eixample,6,la Sagrada Família,34,Comerç,Superfície_m2,4305.0
2019,2,Eixample,6,la Sagrada Família,34,Magatzem,Superfície_m2,2098.0
2019,2,Eixample,6,la Sagrada Família,34,Oficina,Superfície_m2,1388.0
2019,2,Eixample,6,la Sagrada Família,34,Hotel,Superfície_m2,1674.0
2019,2,Eixample,6,la Sagrada Família,34,Sanitat,Superfície_m2,89.0
2019,2,Eixample,6,la Sagrada Família,34,Adm.Pública,Superfície_m2,158.0
2019,2,Eixample,6,la Sagrada Família,35,Habitatge,Superfície_m2,53820.0
2019,2,Eixample,6,la Sagrada Família,35,Aparcaments,Superfície_m2,5148.0
2019,2,Eixample,6,la Sagrada Família,35,Comerç,Superfície_m2,1707.0
2019,2,Eixample,6,la Sagrada Família,35,Magatzem,Superfície_m2,9092.0
2019,2,Eixample,6,la Sagrada Família,35,Oficina,Superfície_m2,957.0
2019,2,Eixample,6,la Sagrada Família,35,Hotel,Superfície_m2,567.0
2019,2,Eixample,6,la Sagrada Família,36,Habitatge,Superfície_m2,47971.0
2019,2,Eixample,6,la Sagrada Família,36,Aparcaments,Superfície_m2,7740.0
2019,2,Eixample,6,la Sagrada Família,36,Comerç,Superfície_m2,10172.0
2019,2,Eixample,6,la Sagrada Família,36,Magatzem,Superfície_m2,3733.0
2019,2,Eixample,6,la Sagrada Família,36,Oficina,Superfície_m2,2306.0
2019,2,Eixample,6,la Sagrada Família,36,Hotel,Superfície_m2,2710.0
2019,2,Eixample,6,la Sagrada Família,37,Habitatge,Superfície_m2,46323.0
2019,2,Eixample,6,la Sagrada Família,37,Aparcaments,Superfície_m2,11416.0
2019,2,Eixample,6,la Sagrada Família,37,Comerç,Superfície_m2,3835.0
2019,2,Eixample,6,la Sagrada Família,37,Magatzem,Superfície_m2,6603.0
2019,2,Eixample,6,la Sagrada Família,37,Oficina,Superfície_m2,126.0
2019,2,Eixample,6,la Sagrada Família,37,Hotel,Superfície_m2,338.0
2019,2,Eixample,6,la Sagrada Família,37,Ensenyament,Superfície_m2,240.0
2019,2,Eixample,6,la Sagrada Família,38,Habitatge,Superfície_m2,57724.0
2019,2,Eixample,6,la Sagrada Família,38,Aparcaments,Superfície_m2,25489.0
2019,2,Eixample,6,la Sagrada Família,38,Comerç,Superfície_m2,17005.0
2019,2,Eixample,6,la Sagrada Família,38,Magatzem,Superfície_m2,17022.0
2019,2,Eixample,6,la Sagrada Família,38,Oficina,Superfície_m2,2253.0
2019,2,Eixample,6,la Sagrada Família,38,Hotel,Superfície_m2,2377.0
2019,2,Eixample,6,la Sagrada Família,38,Sanitat,Superfície_m2,16557.0
2019,2,Eixample,6,la Sagrada Família,38,Espectacles,Superfície_m2,16886.0
2019,2,Eixample,6,la Sagrada Família,39,Habitatge,Superfície_m2,68699.0
2019,2,Eixample,6,la Sagrada Família,39,Aparcaments,Superfície_m2,3875.0
2019,2,Eixample,6,la Sagrada Família,39,Comerç,Superfície_m2,5119.0
2019,2,Eixample,6,la Sagrada Família,39,Magatzem,Superfície_m2,2221.0
2019,2,Eixample,6,la Sagrada Família,39,Oficina,Superfície_m2,564.0
2019,2,Eixample,6,la Sagrada Família,39,Hotel,Superfície_m2,1275.0
2019,2,Eixample,6,la Sagrada Família,40,Habitatge,Superfície_m2,53459.0
2019,2,Eixample,6,la Sagrada Família,40,Aparcaments,Superfície_m2,2372.0
2019,2,Eixample,6,la Sagrada Família,40,Comerç,Superfície_m2,8802.0
2019,2,Eixample,6,la Sagrada Família,40,Magatzem,Superfície_m2,946.0
2019,2,Eixample,6,la Sagrada Família,40,Oficina,Superfície_m2,456.0
2019,2,Eixample,6,la Sagrada Família,40,Hotel,Superfície_m2,6981.0
2019,2,Eixample,6,la Sagrada Família,40,Indústria,Superfície_m2,83.0
2019,2,Eixample,6,la Sagrada Família,41,Habitatge,Superfície_m2,61319.0
2019,2,Eixample,6,la Sagrada Família,41,Aparcaments,Superfície_m2,18235.0
2019,2,Eixample,6,la Sagrada Família,41,Comerç,Superfície_m2,8219.0
2019,2,Eixample,6,la Sagrada Família,41,Magatzem,Superfície_m2,1568.0
2019,2,Eixample,6,la Sagrada Família,41,Oficina,Superfície_m2,5364.0
2019,2,Eixample,6,la Sagrada Família,41,Hotel,Superfície_m2,697.0
2019,2,Eixample,6,la Sagrada Família,41,Indústria,Superfície_m2,486.0
2019,2,Eixample,6,la Sagrada Família,41,Sanitat,Superfície_m2,10986.0
2019,2,Eixample,6,la Sagrada Família,42,Habitatge,Superfície_m2,66778.0
2019,2,Eixample,6,la Sagrada Família,42,Aparcaments,Superfície_m2,14271.0
2019,2,Eixample,6,la Sagrada Família,42,Comerç,Superfície_m2,5468.0
2019,2,Eixample,6,la Sagrada Família,42,Magatzem,Superfície_m2,5534.0
2019,2,Eixample,6,la Sagrada Família,42,Oficina,Superfície_m2,11970.0
2019,2,Eixample,6,la Sagrada Família,42,Hotel,Superfície_m2,1826.0
2019,2,Eixample,6,la Sagrada Família,42,Ensenyament,Superfície_m2,353.0
2019,2,Eixample,6,la Sagrada Família,42,Espectacles,Superfície_m2,714.0
2019,2,Eixample,6,la Sagrada Família,43,Habitatge,Superfície_m2,58438.0
2019,2,Eixample,6,la Sagrada Família,43,Aparcaments,Superfície_m2,12696.0
2019,2,Eixample,6,la Sagrada Família,43,Comerç,Superfície_m2,2483.0
2019,2,Eixample,6,la Sagrada Família,43,Magatzem,Superfície_m2,5050.0
2019,2,Eixample,6,la Sagrada Família,43,Oficina,Superfície_m2,3193.0
2019,2,Eixample,6,la Sagrada Família,43,Hotel,Superfície_m2,289.0
2019,2,Eixample,6,la Sagrada Família,43,Ensenyament,Superfície_m2,446.0
2019,2,Eixample,6,la Sagrada Família,43,Indústria,Superfície_m2,526.0
2019,2,Eixample,6,la Sagrada Família,44,Habitatge,Superfície_m2,43972.0
2019,2,Eixample,6,la Sagrada Família,44,Aparcaments,Superfície_m2,6649.0
2019,2,Eixample,6,la Sagrada Família,44,Comerç,Superfície_m2,6749.0
2019,2,Eixample,6,la Sagrada Família,44,Magatzem,Superfície_m2,582.0
2019,2,Eixample,6,la Sagrada Família,44,Oficina,Superfície_m2,1002.0
2019,2,Eixample,6,la Sagrada Família,44,Hotel,Superfície_m2,4120.0
2019,2,Eixample,6,la Sagrada Família,44,Ensenyament,Superfície_m2,6078.0
2019,2,Eixample,6,la Sagrada Família,44,Sanitat,Superfície_m2,99.0
2019,2,Eixample,6,la Sagrada Família,44,Esportiu,Superfície_m2,616.0
2019,2,Eixample,6,la Sagrada Família,45,Habitatge,Superfície_m2,47312.0
2019,2,Eixample,6,la Sagrada Família,45,Aparcaments,Superfície_m2,2891.0
2019,2,Eixample,6,la Sagrada Família,45,Comerç,Superfície_m2,3744.0
2019,2,Eixample,6,la Sagrada Família,45,Magatzem,Superfície_m2,7492.0
2019,2,Eixample,6,la Sagrada Família,45,Oficina,Superfície_m2,3695.0
2019,2,Eixample,6,la Sagrada Família,45,Hotel,Superfície_m2,1231.0
2019,2,Eixample,6,la Sagrada Família,46,Habitatge,Superfície_m2,79214.0
2019,2,Eixample,6,la Sagrada Família,46,Aparcaments,Superfície_m2,972.0
2019,2,Eixample,6,la Sagrada Família,46,Comerç,Superfície_m2,2631.0
2019,2,Eixample,6,la Sagrada Família,46,Magatzem,Superfície_m2,137.0
2019,2,Eixample,6,la Sagrada Família,46,Oficina,Superfície_m2,546.0
2019,2,Eixample,6,la Sagrada Família,46,Hotel,Superfície_m2,1127.0
2019,2,Eixample,6,la Sagrada Família,46,Indústria,Superfície_m2,572.0
2019,2,Eixample,6,la Sagrada Família,47,Habitatge,Superfície_m2,72485.0
2019,2,Eixample,6,la Sagrada Família,47,Aparcaments,Superfície_m2,10016.0
2019,2,Eixample,6,la Sagrada Família,47,Comerç,Superfície_m2,4830.0
2019,2,Eixample,6,la Sagrada Família,47,Magatzem,Superfície_m2,3333.0
2019,2,Eixample,6,la Sagrada Família,47,Oficina,Superfície_m2,2420.0
2019,2,Eixample,6,la Sagrada Família,47,Hotel,Superfície_m2,7734.0
2019,2,Eixample,6,la Sagrada Família,48,Habitatge,Superfície_m2,46404.0
2019,2,Eixample,6,la Sagrada Família,48,Aparcaments,Superfície_m2,5253.0
2019,2,Eixample,6,la Sagrada Família,48,Comerç,Superfície_m2,3174.0
2019,2,Eixample,6,la Sagrada Família,48,Magatzem,Superfície_m2,5576.0
2019,2,Eixample,6,la Sagrada Família,48,Oficina,Superfície_m2,13431.0
2019,2,Eixample,6,la Sagrada Família,48,Hotel,Superfície_m2,2271.0
2019,2,Eixample,6,la Sagrada Família,48,Sòl sense edificar,Superfície_m2,354.0
2019,2,Eixample,6,la Sagrada Família,49,Habitatge,Superfície_m2,74786.0
2019,2,Eixample,6,la Sagrada Família,49,Aparcaments,Superfície_m2,14942.0
2019,2,Eixample,6,la Sagrada Família,49,Comerç,Superfície_m2,12448.0
2019,2,Eixample,6,la Sagrada Família,49,Magatzem,Superfície_m2,6651.0
2019,2,Eixample,6,la Sagrada Família,49,Oficina,Superfície_m2,1895.0
2019,2,Eixample,6,la Sagrada Família,49,Hotel,Superfície_m2,14829.0
2019,2,Eixample,6,la Sagrada Família,49,Ensenyament,Superfície_m2,1238.0
2019,2,Eixample,6,la Sagrada Família,49,Indústria,Superfície_m2,843.0
2019,2,Eixample,6,la Sagrada Família,49,Sanitat,Superfície_m2,1240.0
2019,2,Eixample,6,la Sagrada Família,49,Religiós,Superfície_m2,1252.0
2019,2,Eixample,6,la Sagrada Família,49,Adm.Pública,Superfície_m2,1498.0
2019,2,Eixample,6,la Sagrada Família,50,Habitatge,Superfície_m2,63910.0
2019,2,Eixample,6,la Sagrada Família,50,Aparcaments,Superfície_m2,9783.0
2019,2,Eixample,6,la Sagrada Família,50,Comerç,Superfície_m2,7203.0
2019,2,Eixample,6,la Sagrada Família,50,Magatzem,Superfície_m2,6242.0
2019,2,Eixample,6,la Sagrada Família,50,Oficina,Superfície_m2,1726.0
2019,2,Eixample,6,la Sagrada Família,50,Hotel,Superfície_m2,1807.0
2019,2,Eixample,6,la Sagrada Família,50,Indústria,Superfície_m2,960.0
2019,2,Eixample,6,la Sagrada Família,51,Habitatge,Superfície_m2,80278.0
2019,2,Eixample,6,la Sagrada Família,51,Aparcaments,Superfície_m2,7842.0
2019,2,Eixample,6,la Sagrada Família,51,Comerç,Superfície_m2,7303.0
2019,2,Eixample,6,la Sagrada Família,51,Magatzem,Superfície_m2,3799.0
2019,2,Eixample,6,la Sagrada Família,51,Oficina,Superfície_m2,3816.0
2019,2,Eixample,6,la Sagrada Família,51,Hotel,Superfície_m2,9369.0
2019,2,Eixample,6,la Sagrada Família,51,Ensenyament,Superfície_m2,355.0
2019,2,Eixample,6,la Sagrada Família,52,Habitatge,Superfície_m2,74462.0
2019,2,Eixample,6,la Sagrada Família,52,Aparcaments,Superfície_m2,4792.0
2019,2,Eixample,6,la Sagrada Família,52,Comerç,Superfície_m2,7582.0
2019,2,Eixample,6,la Sagrada Família,52,Magatzem,Superfície_m2,2992.0
2019,2,Eixample,6,la Sagrada Família,52,Oficina,Superfície_m2,5349.0
2019,2,Eixample,6,la Sagrada Família,52,Hotel,Superfície_m2,2599.0
2019,2,Eixample,6,la Sagrada Família,53,Habitatge,Superfície_m2,77562.0
2019,2,Eixample,6,la Sagrada Família,53,Aparcaments,Superfície_m2,12039.0
2019,2,Eixample,6,la Sagrada Família,53,Comerç,Superfície_m2,11348.0
2019,2,Eixample,6,la Sagrada Família,53,Magatzem,Superfície_m2,12211.0
2019,2,Eixample,6,la Sagrada Família,53,Oficina,Superfície_m2,9457.0
2019,2,Eixample,6,la Sagrada Família,53,Hotel,Superfície_m2,5104.0
2019,2,Eixample,6,la Sagrada Família,53,Sanitat,Superfície_m2,608.0
2019,2,Eixample,6,la Sagrada Família,53,Esportiu,Superfície_m2,5764.0
2019,2,Eixample,6,la Sagrada Família,53,Religiós,Superfície_m2,410.0
2019,2,Eixample,6,la Sagrada Família,54,Habitatge,Superfície_m2,76188.0
2019,2,Eixample,6,la Sagrada Família,54,Aparcaments,Superfície_m2,14521.0
2019,2,Eixample,6,la Sagrada Família,54,Comerç,Superfície_m2,7314.0
2019,2,Eixample,6,la Sagrada Família,54,Magatzem,Superfície_m2,1659.0
2019,2,Eixample,6,la Sagrada Família,54,Oficina,Superfície_m2,12516.0
2019,2,Eixample,6,la Sagrada Família,54,Hotel,Superfície_m2,6296.0
2019,2,Eixample,6,la Sagrada Família,54,Ensenyament,Superfície_m2,4221.0
2019,2,Eixample,6,la Sagrada Família,54,Esportiu,Superfície_m2,666.0
2019,2,Eixample,6,la Sagrada Família,54,Religiós,Superfície_m2,407.0
2019,2,Eixample,6,la Sagrada Família,54,Espectacles,Superfície_m2,3191.0
2019,2,Eixample,7,la Dreta de l'Eixample,55,Habitatge,Superfície_m2,87888.0
2019,2,Eixample,7,la Dreta de l'Eixample,55,Aparcaments,Superfície_m2,7356.0
2019,2,Eixample,7,la Dreta de l'Eixample,55,Comerç,Superfície_m2,4667.0
2019,2,Eixample,7,la Dreta de l'Eixample,55,Magatzem,Superfície_m2,7097.0
2019,2,Eixample,7,la Dreta de l'Eixample,55,Hotel,Superfície_m2,1585.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Habitatge,Superfície_m2,72932.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Aparcaments,Superfície_m2,11981.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Comerç,Superfície_m2,8035.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Magatzem,Superfície_m2,7305.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Oficina,Superfície_m2,40475.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Hotel,Superfície_m2,9735.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Ensenyament,Superfície_m2,7919.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Esportiu,Superfície_m2,608.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Religiós,Superfície_m2,3035.0
2019,2,Eixample,7,la Dreta de l'Eixample,56,Espectacles,Superfície_m2,1143.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Habitatge,Superfície_m2,65739.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Aparcaments,Superfície_m2,8381.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Comerç,Superfície_m2,10990.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Magatzem,Superfície_m2,2880.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Oficina,Superfície_m2,5880.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Hotel,Superfície_m2,2791.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Indústria,Superfície_m2,921.0
2019,2,Eixample,7,la Dreta de l'Eixample,57,Sanitat,Superfície_m2,628.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Habitatge,Superfície_m2,66508.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Aparcaments,Superfície_m2,10001.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Comerç,Superfície_m2,9428.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Magatzem,Superfície_m2,5126.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Oficina,Superfície_m2,6988.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Hotel,Superfície_m2,748.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Ensenyament,Superfície_m2,237.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Espectacles,Superfície_m2,816.0
2019,2,Eixample,7,la Dreta de l'Eixample,58,Altres,Superfície_m2,100.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Habitatge,Superfície_m2,91265.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Aparcaments,Superfície_m2,6724.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Comerç,Superfície_m2,12511.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Magatzem,Superfície_m2,5559.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Oficina,Superfície_m2,4667.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Hotel,Superfície_m2,8161.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Ensenyament,Superfície_m2,1849.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Sanitat,Superfície_m2,2169.0
2019,2,Eixample,7,la Dreta de l'Eixample,59,Adm.Pública,Superfície_m2,458.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Habitatge,Superfície_m2,92526.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Aparcaments,Superfície_m2,9727.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Comerç,Superfície_m2,13497.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Magatzem,Superfície_m2,5164.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Oficina,Superfície_m2,10249.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Hotel,Superfície_m2,2334.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Ensenyament,Superfície_m2,150.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Indústria,Superfície_m2,10.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Sanitat,Superfície_m2,7073.0
2019,2,Eixample,7,la Dreta de l'Eixample,60,Religiós,Superfície_m2,449.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Habitatge,Superfície_m2,57324.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Aparcaments,Superfície_m2,9437.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Comerç,Superfície_m2,9037.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Magatzem,Superfície_m2,3156.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Oficina,Superfície_m2,12869.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Hotel,Superfície_m2,4613.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Ensenyament,Superfície_m2,10278.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Sanitat,Superfície_m2,3649.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Esportiu,Superfície_m2,380.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Religiós,Superfície_m2,1139.0
2019,2,Eixample,7,la Dreta de l'Eixample,61,Espectacles,Superfície_m2,176.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Habitatge,Superfície_m2,96393.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Aparcaments,Superfície_m2,578.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Comerç,Superfície_m2,14343.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Magatzem,Superfície_m2,3142.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Oficina,Superfície_m2,5181.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Hotel,Superfície_m2,7527.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Ensenyament,Superfície_m2,636.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Esportiu,Superfície_m2,267.0
2019,2,Eixample,7,la Dreta de l'Eixample,62,Espectacles,Superfície_m2,670.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Habitatge,Superfície_m2,99878.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Aparcaments,Superfície_m2,7293.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Comerç,Superfície_m2,12150.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Magatzem,Superfície_m2,6392.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Oficina,Superfície_m2,6130.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Hotel,Superfície_m2,3527.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Ensenyament,Superfície_m2,401.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Sanitat,Superfície_m2,7103.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Religiós,Superfície_m2,2553.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Adm.Pública,Superfície_m2,720.0
2019,2,Eixample,7,la Dreta de l'Eixample,63,Espectacles,Superfície_m2,634.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Habitatge,Superfície_m2,76861.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Aparcaments,Superfície_m2,18391.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Comerç,Superfície_m2,15450.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Magatzem,Superfície_m2,4782.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Oficina,Superfície_m2,12830.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Hotel,Superfície_m2,8078.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Ensenyament,Superfície_m2,105.0
2019,2,Eixample,7,la Dreta de l'Eixample,64,Sanitat,Superfície_m2,389.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Habitatge,Superfície_m2,94479.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Aparcaments,Superfície_m2,12485.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Comerç,Superfície_m2,20461.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Magatzem,Superfície_m2,9183.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Oficina,Superfície_m2,13451.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Hotel,Superfície_m2,17657.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Ensenyament,Superfície_m2,3993.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Sanitat,Superfície_m2,1658.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Religiós,Superfície_m2,2551.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Adm.Pública,Superfície_m2,1917.0
2019,2,Eixample,7,la Dreta de l'Eixample,65,Espectacles,Superfície_m2,101.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Habitatge,Superfície_m2,80451.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Aparcaments,Superfície_m2,10076.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Comerç,Superfície_m2,8913.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Magatzem,Superfície_m2,9512.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Oficina,Superfície_m2,15618.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Hotel,Superfície_m2,566.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Ensenyament,Superfície_m2,837.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Indústria,Superfície_m2,196.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Sanitat,Superfície_m2,3217.0
2019,2,Eixample,7,la Dreta de l'Eixample,66,Esportiu,Superfície_m2,2497.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Habitatge,Superfície_m2,77280.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Aparcaments,Superfície_m2,12263.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Comerç,Superfície_m2,7294.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Magatzem,Superfície_m2,876.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Oficina,Superfície_m2,1811.0
2019,2,Eixample,7,la Dreta de l'Eixample,67,Hotel,Superfície_m2,3422.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Habitatge,Superfície_m2,78941.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Aparcaments,Superfície_m2,9810.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Comerç,Superfície_m2,9937.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Magatzem,Superfície_m2,1943.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Oficina,Superfície_m2,2904.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Hotel,Superfície_m2,3860.0
2019,2,Eixample,7,la Dreta de l'Eixample,68,Sanitat,Superfície_m2,230.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Habitatge,Superfície_m2,72178.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Aparcaments,Superfície_m2,12586.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Comerç,Superfície_m2,19939.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Magatzem,Superfície_m2,4206.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Oficina,Superfície_m2,24739.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Hotel,Superfície_m2,2404.0
2019,2,Eixample,7,la Dreta de l'Eixample,69,Ensenyament,Superfície_m2,8187.0
