Year,Trimester,Code_Dist,Name_Dist,Code_NBHD,Name_NBHD,Thousands_Euros,Euros_M2,Type_y
2019,4,8,Nou Barris,50,les Roquetes,193.2,3265.9,Used
2019,4,8,Nou Barris,51,Verdun,149.5,2696.0,Used
2019,4,8,Nou Barris,52,la Prosperitat,126.0,2833.3,Used
2019,4,8,Nou Barris,53,la Trinitat Nova,76.5,1533.2,Used
2019,4,8,Nou Barris,54,Torre Baró,,,Used
2019,4,8,Nou Barris,55,Ciutat Meridiana,91.0,1531.2,Used
2019,4,8,Nou Barris,56,Vallbona,140.0,1891.9,Used
2019,4,9,Sant Andreu,57,la Trinitat Vella,233.0,3216.3,Used
2019,4,9,Sant Andreu,58,Baró de Viver,,,Used
2019,4,9,Sant Andreu,59,el Bon Pastor,159.4,2526.3,Used
2019,4,9,Sant Andreu,60,Sant Andreu,214.6,3253.5,Used
2019,4,9,Sant Andreu,61,la Sagrera,258.1,3380.5,Used
2019,4,9,Sant Andreu,62,el Congrés i els Indians,231.3,3146.7,Used
2019,4,9,Sant Andreu,63,Navas,374.9,4188.2,Used
2019,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,279.6,3702.7,Used
2019,4,10,Sant Martí,65,el Clot,345.3,4168.7,Used
2019,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,198.9,3633.4,Used
2019,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,541.7,4908.5,Used
2019,4,10,Sant Martí,68,el Poblenou,402.0,4682.5,Used
2019,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,491.5,5778.6,Used
2019,4,10,Sant Martí,70,el Besòs i el Maresme,218.4,3030.9,Used
2019,4,10,Sant Martí,71,Provençals del Poblenou,,,Used
2019,4,10,Sant Martí,72,Sant Martí de Provençals,266.3,3555.6,Used
2019,4,10,Sant Martí,73,la Verneda i la Pau,174.2,2376.1,Used
2018,1,1,Ciutat Vella,1,el Raval,290.4,3534.3,Total
2018,1,1,Ciutat Vella,2,el Barri Gòtic,941.2,5909.5,Total
2018,1,1,Ciutat Vella,3,la Barceloneta,205.9,4623.1,Total
2018,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",336.0,5791.8,Total
2018,1,2,Eixample,5,el Fort Pienc,516.3,4712.0,Total
2018,1,2,Eixample,6,la Sagrada Família,283.4,3581.4,Total
2018,1,2,Eixample,7,la Dreta de l'Eixample,571.1,4387.9,Total
2018,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,343.0,4171.5,Total
2018,1,2,Eixample,9,la Nova Esquerra de l'Eixample,286.0,4205.2,Total
2018,1,2,Eixample,10,Sant Antoni,286.4,4526.6,Total
2018,1,3,Sants-Montjuïc,11,el Poble Sec,214.0,3709.9,Total
2018,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,Total
2018,1,3,Sants-Montjuïc,13,la Marina de Port,149.8,2343.3,Total
2018,1,3,Sants-Montjuïc,14,la Font de la Guatlla,287.5,3382.6,Total
2018,1,3,Sants-Montjuïc,15,Hostafrancs,213.6,2871.7,Total
2018,1,3,Sants-Montjuïc,16,la Bordeta,122.0,2202.9,Total
2018,1,3,Sants-Montjuïc,17,Sants - Badal,194.4,2933.2,Total
2018,1,3,Sants-Montjuïc,18,Sants,248.9,3066.0,Total
2018,1,4,Les Corts,19,les Corts,356.3,3892.1,Total
2018,1,4,Les Corts,20,la Maternitat i Sant Ramon,359.4,3999.2,Total
2018,1,4,Les Corts,21,Pedralbes,989.9,6939.4,Total
2018,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",288.1,3533.7,Total
2018,1,5,Sarrià-Sant Gervasi,23,Sarrià,652.1,4846.3,Total
2018,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,568.3,5460.5,Total
2018,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,596.9,5206.0,Total
2018,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,624.1,4936.4,Total
2018,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,514.3,5361.8,Total
2018,1,6,Gràcia,28,Vallcarca i els Penitents,279.6,3429.4,Total
2018,1,6,Gràcia,29,el Coll,112.0,2288.5,Total
2018,1,6,Gràcia,30,la Salut,283.1,3882.0,Total
2018,1,6,Gràcia,31,la Vila de Gràcia,343.0,4535.1,Total
2018,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,360.2,4339.6,Total
2018,1,7,Horta-Guinardó,33,el Baix Guinardó,272.8,4058.4,Total
2018,1,7,Horta-Guinardó,34,Can Baró,163.4,2623.3,Total
2018,1,7,Horta-Guinardó,35,el Guinardó,263.9,3568.8,Total
2018,1,7,Horta-Guinardó,36,la Font d'en Fargues,274.5,3737.2,Total
2018,1,7,Horta-Guinardó,37,el Carmel,142.7,2274.3,Total
2018,1,7,Horta-Guinardó,38,la Teixonera,134.2,2206.7,Total
2018,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,156.9,2133.1,Total
2018,1,7,Horta-Guinardó,40,Montbau,152.7,2564.6,Total
2018,1,7,Horta-Guinardó,41,la Vall d'Hebron,220.8,3631.3,Total
2018,1,7,Horta-Guinardó,42,la Clota,,,Total
2018,1,7,Horta-Guinardó,43,Horta,240.6,2941.6,Total
2018,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,216.9,3209.9,Total
2018,1,8,Nou Barris,45,Porta,156.5,2052.2,Total
2018,1,8,Nou Barris,46,el Turó de la Peira,119.9,1914.9,Total
2018,1,8,Nou Barris,47,Can Peguera,,,Total
2018,1,8,Nou Barris,48,la Guineueta,163.0,2246.7,Total
2018,1,8,Nou Barris,49,Canyelles,170.5,2261.0,Total
2018,1,8,Nou Barris,50,les Roquetes,115.8,2180.3,Total
2018,1,8,Nou Barris,51,Verdun,96.8,1938.0,Total
2018,1,8,Nou Barris,52,la Prosperitat,145.9,2453.1,Total
2018,1,8,Nou Barris,53,la Trinitat Nova,93.0,1607.7,Total
2018,1,8,Nou Barris,54,Torre Baró,,,Total
2018,1,8,Nou Barris,55,Ciutat Meridiana,88.9,1646.6,Total
2018,1,8,Nou Barris,56,Vallbona,,,Total
2018,1,9,Sant Andreu,57,la Trinitat Vella,120.9,1825.3,Total
2018,1,9,Sant Andreu,58,Baró de Viver,,,Total
2018,1,9,Sant Andreu,59,el Bon Pastor,177.2,2512.5,Total
2018,1,9,Sant Andreu,60,Sant Andreu,213.2,3021.5,Total
2018,1,9,Sant Andreu,61,la Sagrera,263.9,3739.7,Total
2018,1,9,Sant Andreu,62,el Congrés i els Indians,157.0,2300.3,Total
2018,1,9,Sant Andreu,63,Navas,337.8,4127.6,Total
2018,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,330.7,4224.5,Total
2018,1,10,Sant Martí,65,el Clot,283.7,3880.5,Total
2018,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,307.4,4196.6,Total
2018,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,483.3,4188.1,Total
2018,1,10,Sant Martí,68,el Poblenou,338.1,3901.2,Total
2018,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,509.7,5032.1,Total
2018,1,10,Sant Martí,70,el Besòs i el Maresme,255.0,3077.1,Total
2018,1,10,Sant Martí,71,Provençals del Poblenou,255.3,3904.5,Total
2018,1,10,Sant Martí,72,Sant Martí de Provençals,266.7,3486.5,Total
2018,1,10,Sant Martí,73,la Verneda i la Pau,154.0,2183.6,Total
2018,1,1,Ciutat Vella,1,el Raval,,,New
2018,1,1,Ciutat Vella,2,el Barri Gòtic,2841.0,10440.1,New
2018,1,1,Ciutat Vella,3,la Barceloneta,212.7,5546.3,New
2018,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",481.3,7421.5,New
2018,1,2,Eixample,5,el Fort Pienc,,,New
2018,1,2,Eixample,6,la Sagrada Família,,,New
2018,1,2,Eixample,7,la Dreta de l'Eixample,182.3,2592.4,New
2018,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,458.9,4656.8,New
2018,1,2,Eixample,9,la Nova Esquerra de l'Eixample,335.0,3316.8,New
2018,1,2,Eixample,10,Sant Antoni,,,New
2018,1,3,Sants-Montjuïc,11,el Poble Sec,,,New
2018,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,New
2018,1,3,Sants-Montjuïc,13,la Marina de Port,,,New
2018,1,3,Sants-Montjuïc,14,la Font de la Guatlla,,,New
2018,1,3,Sants-Montjuïc,15,Hostafrancs,251.1,2968.6,New
2018,1,3,Sants-Montjuïc,16,la Bordeta,,,New
2018,1,3,Sants-Montjuïc,17,Sants - Badal,231.3,4786.2,New
2018,1,3,Sants-Montjuïc,18,Sants,,,New
2018,1,4,Les Corts,19,les Corts,584.0,5119.2,New
2018,1,4,Les Corts,20,la Maternitat i Sant Ramon,,,New
2018,1,4,Les Corts,21,Pedralbes,,,New
2018,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",,,New
2018,1,5,Sarrià-Sant Gervasi,23,Sarrià,,,New
2018,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,,,New
2018,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,369.1,4565.1,New
2018,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,609.2,5334.1,New
2018,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,513.8,5650.8,New
2018,1,6,Gràcia,28,Vallcarca i els Penitents,424.8,3440.0,New
2018,1,6,Gràcia,29,el Coll,,,New
2018,1,6,Gràcia,30,la Salut,,,New
2018,1,6,Gràcia,31,la Vila de Gràcia,279.0,3645.9,New
2018,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,,,New
2018,1,7,Horta-Guinardó,33,el Baix Guinardó,,,New
2018,1,7,Horta-Guinardó,34,Can Baró,,,New
2018,1,7,Horta-Guinardó,35,el Guinardó,281.8,3021.5,New
2018,1,7,Horta-Guinardó,36,la Font d'en Fargues,,,New
2018,1,7,Horta-Guinardó,37,el Carmel,132.6,2219.0,New
2018,1,7,Horta-Guinardó,38,la Teixonera,110.8,1982.1,New
2018,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,130.0,1646.5,New
2018,1,7,Horta-Guinardó,40,Montbau,155.0,2643.3,New
2018,1,7,Horta-Guinardó,41,la Vall d'Hebron,,,New
2018,1,7,Horta-Guinardó,42,la Clota,,,New
2018,1,7,Horta-Guinardó,43,Horta,212.4,3118.3,New
2018,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,,,New
2018,1,8,Nou Barris,45,Porta,,,New
2018,1,8,Nou Barris,46,el Turó de la Peira,,,New
2018,1,8,Nou Barris,47,Can Peguera,,,New
2018,1,8,Nou Barris,48,la Guineueta,,,New
2018,1,8,Nou Barris,49,Canyelles,,,New
2018,1,8,Nou Barris,50,les Roquetes,,,New
2018,1,8,Nou Barris,51,Verdun,,,New
2018,1,8,Nou Barris,52,la Prosperitat,,,New
2018,1,8,Nou Barris,53,la Trinitat Nova,,,New
2018,1,8,Nou Barris,54,Torre Baró,,,New
2018,1,8,Nou Barris,55,Ciutat Meridiana,,,New
2018,1,8,Nou Barris,56,Vallbona,,,New
2018,1,9,Sant Andreu,57,la Trinitat Vella,,,New
2018,1,9,Sant Andreu,58,Baró de Viver,,,New
2018,1,9,Sant Andreu,59,el Bon Pastor,220.0,3606.6,New
2018,1,9,Sant Andreu,60,Sant Andreu,,,New
2018,1,9,Sant Andreu,61,la Sagrera,,,New
2018,1,9,Sant Andreu,62,el Congrés i els Indians,155.5,1935.5,New
2018,1,9,Sant Andreu,63,Navas,,,New
2018,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,474.1,5214.9,New
2018,1,10,Sant Martí,65,el Clot,290.0,4284.8,New
2018,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,,,New
2018,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,,,New
2018,1,10,Sant Martí,68,el Poblenou,508.0,4655.7,New
2018,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,,,New
2018,1,10,Sant Martí,70,el Besòs i el Maresme,397.9,3795.7,New
2018,1,10,Sant Martí,71,Provençals del Poblenou,,,New
2018,1,10,Sant Martí,72,Sant Martí de Provençals,,,New
2018,1,10,Sant Martí,73,la Verneda i la Pau,,,New
2018,1,1,Ciutat Vella,1,el Raval,274.1,3474.2,Used
2018,1,1,Ciutat Vella,2,el Barri Gòtic,509.5,4879.9,Used
2018,1,1,Ciutat Vella,3,la Barceloneta,204.6,4438.4,Used
2018,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",312.5,5528.9,Used
2018,1,2,Eixample,5,el Fort Pienc,516.3,4712.0,Used
2018,1,2,Eixample,6,la Sagrada Família,283.4,3581.4,Used
2018,1,2,Eixample,7,la Dreta de l'Eixample,587.6,4464.3,Used
2018,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,326.5,4102.2,Used
2018,1,2,Eixample,9,la Nova Esquerra de l'Eixample,284.4,4233.8,Used
2018,1,2,Eixample,10,Sant Antoni,290.8,4639.7,Used
2018,1,3,Sants-Montjuïc,11,el Poble Sec,207.9,3664.5,Used
2018,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,Used
2018,1,3,Sants-Montjuïc,13,la Marina de Port,149.8,2343.3,Used
2018,1,3,Sants-Montjuïc,14,la Font de la Guatlla,287.5,3382.6,Used
2018,1,3,Sants-Montjuïc,15,Hostafrancs,208.4,2858.3,Used
2018,1,3,Sants-Montjuïc,16,la Bordeta,122.0,2202.9,Used
2018,1,3,Sants-Montjuïc,17,Sants - Badal,183.0,2363.0,Used
2018,1,3,Sants-Montjuïc,18,Sants,228.6,3111.7,Used
2018,1,4,Les Corts,19,les Corts,327.5,3736.9,Used
2018,1,4,Les Corts,20,la Maternitat i Sant Ramon,359.4,3999.2,Used
2018,1,4,Les Corts,21,Pedralbes,989.9,6939.4,Used
2018,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",288.1,3533.7,Used
2018,1,5,Sarrià-Sant Gervasi,23,Sarrià,608.0,4795.6,Used
2018,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,568.3,5460.5,Used
2018,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,647.5,5348.5,Used
2018,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,626.3,4876.7,Used
2018,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,514.6,5160.6,Used
2018,1,6,Gràcia,28,Vallcarca i els Penitents,231.2,3425.9,Used
2018,1,6,Gràcia,29,el Coll,103.8,2213.4,Used
2018,1,6,Gràcia,30,la Salut,283.1,3882.0,Used
2018,1,6,Gràcia,31,la Vila de Gràcia,345.9,4575.5,Used
2018,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,360.2,4339.6,Used
2018,1,7,Horta-Guinardó,33,el Baix Guinardó,275.1,4039.1,Used
2018,1,7,Horta-Guinardó,34,Can Baró,163.4,2623.3,Used
2018,1,7,Horta-Guinardó,35,el Guinardó,260.6,3670.1,Used
2018,1,7,Horta-Guinardó,36,la Font d'en Fargues,274.5,3737.2,Used
2018,1,7,Horta-Guinardó,37,el Carmel,147.3,2300.0,Used
2018,1,7,Horta-Guinardó,38,la Teixonera,155.5,2411.0,Used
2018,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,165.8,2295.3,Used
2018,1,7,Horta-Guinardó,40,Montbau,150.0,2470.0,Used
2018,1,7,Horta-Guinardó,41,la Vall d'Hebron,220.8,3631.3,Used
2018,1,7,Horta-Guinardó,42,la Clota,,,Used
2018,1,7,Horta-Guinardó,43,Horta,248.3,2893.4,Used
2018,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,216.9,3209.9,Used
2018,1,8,Nou Barris,45,Porta,156.5,2052.2,Used
2018,1,8,Nou Barris,46,el Turó de la Peira,119.9,1914.9,Used
2018,1,8,Nou Barris,47,Can Peguera,,,Used
2018,1,8,Nou Barris,48,la Guineueta,163.0,2246.7,Used
2018,1,8,Nou Barris,49,Canyelles,170.5,2261.0,Used
2018,1,8,Nou Barris,50,les Roquetes,115.8,2180.3,Used
2018,1,8,Nou Barris,51,Verdun,96.8,1938.0,Used
2018,1,8,Nou Barris,52,la Prosperitat,145.9,2453.1,Used
2018,1,8,Nou Barris,53,la Trinitat Nova,93.0,1607.7,Used
2018,1,8,Nou Barris,54,Torre Baró,,,Used
2018,1,8,Nou Barris,55,Ciutat Meridiana,88.9,1646.6,Used
2018,1,8,Nou Barris,56,Vallbona,,,Used
2018,1,9,Sant Andreu,57,la Trinitat Vella,120.9,1825.3,Used
2018,1,9,Sant Andreu,58,Baró de Viver,,,Used
2018,1,9,Sant Andreu,59,el Bon Pastor,170.5,2339.7,Used
2018,1,9,Sant Andreu,60,Sant Andreu,213.2,3021.5,Used
2018,1,9,Sant Andreu,61,la Sagrera,263.9,3739.7,Used
2018,1,9,Sant Andreu,62,el Congrés i els Indians,158.4,2665.1,Used
2018,1,9,Sant Andreu,63,Navas,336.7,4047.1,Used
2018,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,317.7,4134.4,Used
2018,1,10,Sant Martí,65,el Clot,283.5,3868.6,Used
2018,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,307.4,4196.6,Used
2018,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,483.3,4188.1,Used
2018,1,10,Sant Martí,68,el Poblenou,304.1,3750.3,Used
2018,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,509.7,5032.1,Used
2018,1,10,Sant Martí,70,el Besòs i el Maresme,236.9,2985.9,Used
2018,1,10,Sant Martí,71,Provençals del Poblenou,251.3,3909.4,Used
2018,1,10,Sant Martí,72,Sant Martí de Provençals,270.3,3451.5,Used
2018,1,10,Sant Martí,73,la Verneda i la Pau,153.2,2180.1,Used
2018,2,1,Ciutat Vella,1,el Raval,271.2,4675.2,Total
2018,2,1,Ciutat Vella,2,el Barri Gòtic,492.6,5067.3,Total
2018,2,1,Ciutat Vella,3,la Barceloneta,203.0,4572.3,Total
2018,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",283.3,4703.6,Total
2018,2,2,Eixample,5,el Fort Pienc,337.2,4144.0,Total
2018,2,2,Eixample,6,la Sagrada Família,180.2,2975.5,Total
2018,2,2,Eixample,7,la Dreta de l'Eixample,501.4,4428.0,Total
2018,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,393.6,4443.6,Total
2018,2,2,Eixample,9,la Nova Esquerra de l'Eixample,278.2,3892.2,Total
2018,2,2,Eixample,10,Sant Antoni,296.5,3690.2,Total
2018,2,3,Sants-Montjuïc,11,el Poble Sec,205.6,3804.9,Total
2018,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40.5,471.4,Total
2018,2,3,Sants-Montjuïc,13,la Marina de Port,166.1,2514.7,Total
2018,2,3,Sants-Montjuïc,14,la Font de la Guatlla,229.2,3281.8,Total
2018,2,3,Sants-Montjuïc,15,Hostafrancs,192.1,3125.3,Total
2018,2,3,Sants-Montjuïc,16,la Bordeta,211.1,2997.8,Total
2018,2,3,Sants-Montjuïc,17,Sants - Badal,227.9,3618.0,Total
2018,2,3,Sants-Montjuïc,18,Sants,230.8,3453.3,Total
2018,2,4,Les Corts,19,les Corts,419.5,4565.0,Total
2018,2,4,Les Corts,20,la Maternitat i Sant Ramon,373.6,4095.3,Total
2018,2,4,Les Corts,21,Pedralbes,1014.1,6082.3,Total
2018,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",410.6,2893.3,Total
2018,2,5,Sarrià-Sant Gervasi,23,Sarrià,717.2,6229.3,Total
2018,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,1053.9,6235.6,Total
2018,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,628.6,6065.6,Total
2018,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,564.0,4866.2,Total
2018,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,565.6,5760.5,Total
2018,2,6,Gràcia,28,Vallcarca i els Penitents,250.0,3451.8,Total
2018,2,6,Gràcia,29,el Coll,299.1,3882.7,Total
2018,2,6,Gràcia,30,la Salut,356.2,4626.6,Total
2018,2,6,Gràcia,31,la Vila de Gràcia,362.0,4642.9,Total
2018,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,352.4,4325.8,Total
2018,2,7,Horta-Guinardó,33,el Baix Guinardó,296.8,4273.2,Total
2018,2,7,Horta-Guinardó,34,Can Baró,302.3,4011.0,Total
2018,2,7,Horta-Guinardó,35,el Guinardó,187.4,2479.1,Total
2018,2,7,Horta-Guinardó,36,la Font d'en Fargues,237.6,3133.1,Total
2018,2,7,Horta-Guinardó,37,el Carmel,162.5,2473.5,Total
2018,2,7,Horta-Guinardó,38,la Teixonera,158.5,2743.9,Total
2018,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,139.5,2215.8,Total
2018,2,7,Horta-Guinardó,40,Montbau,135.8,2566.6,Total
2018,2,7,Horta-Guinardó,41,la Vall d'Hebron,165.0,3129.8,Total
2018,2,7,Horta-Guinardó,42,la Clota,240.0,2696.6,Total
2018,2,7,Horta-Guinardó,43,Horta,224.9,3112.9,Total
2018,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,194.0,2508.8,Total
2018,2,8,Nou Barris,45,Porta,162.2,2533.1,Total
2018,2,8,Nou Barris,46,el Turó de la Peira,118.9,2158.6,Total
2018,2,8,Nou Barris,47,Can Peguera,,,Total
2018,2,8,Nou Barris,48,la Guineueta,182.6,2368.2,Total
2018,2,8,Nou Barris,49,Canyelles,137.0,1878.6,Total
2018,2,8,Nou Barris,50,les Roquetes,180.3,2301.6,Total
2018,2,8,Nou Barris,51,Verdun,143.2,2427.6,Total
2018,2,8,Nou Barris,52,la Prosperitat,126.3,2269.4,Total
2018,2,8,Nou Barris,53,la Trinitat Nova,70.0,1339.2,Total
2018,2,8,Nou Barris,54,Torre Baró,125.0,892.9,Total
2018,2,8,Nou Barris,55,Ciutat Meridiana,84.7,1400.5,Total
2018,2,8,Nou Barris,56,Vallbona,250.0,2631.6,Total
2018,2,9,Sant Andreu,57,la Trinitat Vella,139.5,2100.2,Total
2018,2,9,Sant Andreu,58,Baró de Viver,295.0,3390.8,Total
2018,2,9,Sant Andreu,59,el Bon Pastor,141.9,2173.2,Total
2018,2,9,Sant Andreu,60,Sant Andreu,217.3,2955.3,Total
2018,2,9,Sant Andreu,61,la Sagrera,256.6,3376.3,Total
2018,2,9,Sant Andreu,62,el Congrés i els Indians,143.0,1868.8,Total
2018,2,9,Sant Andreu,63,Navas,407.9,4967.8,Total
2018,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,307.5,4064.8,Total
2018,2,10,Sant Martí,65,el Clot,392.0,4556.9,Total
2018,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,275.3,4018.3,Total
2018,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,460.0,4767.5,Total
2018,2,10,Sant Martí,68,el Poblenou,339.3,4304.0,Total
2018,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,589.5,5845.8,Total
2018,2,10,Sant Martí,70,el Besòs i el Maresme,177.7,2714.0,Total
2018,2,10,Sant Martí,71,Provençals del Poblenou,285.1,3823.1,Total
2018,2,10,Sant Martí,72,Sant Martí de Provençals,289.1,3508.3,Total
2018,2,10,Sant Martí,73,la Verneda i la Pau,150.3,2260.0,Total
2018,2,1,Ciutat Vella,1,el Raval,536.0,6600.6,New
2018,2,1,Ciutat Vella,2,el Barri Gòtic,630.4,6809.7,New
2018,2,1,Ciutat Vella,3,la Barceloneta,113.4,3533.4,New
2018,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",309.7,4371.5,New
2018,2,2,Eixample,5,el Fort Pienc,,,New
2018,2,2,Eixample,6,la Sagrada Família,,,New
2018,2,2,Eixample,7,la Dreta de l'Eixample,219.0,2949.1,New
2018,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,456.7,4825.6,New
2018,2,2,Eixample,9,la Nova Esquerra de l'Eixample,294.8,3694.9,New
2018,2,2,Eixample,10,Sant Antoni,,,New
2018,2,3,Sants-Montjuïc,11,el Poble Sec,,,New
2018,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,New
2018,2,3,Sants-Montjuïc,13,la Marina de Port,,,New
2018,2,3,Sants-Montjuïc,14,la Font de la Guatlla,,,New
2018,2,3,Sants-Montjuïc,15,Hostafrancs,241.7,2896.3,New
2018,2,3,Sants-Montjuïc,16,la Bordeta,,,New
2018,2,3,Sants-Montjuïc,17,Sants - Badal,286.0,3941.2,New
2018,2,3,Sants-Montjuïc,18,Sants,,,New
2018,2,4,Les Corts,19,les Corts,746.3,6367.5,New
2018,2,4,Les Corts,20,la Maternitat i Sant Ramon,,,New
2018,2,4,Les Corts,21,Pedralbes,,,New
2018,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",,,New
2018,2,5,Sarrià-Sant Gervasi,23,Sarrià,,,New
2018,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,,,New
2018,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,609.5,7296.7,New
2018,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,535.2,5042.4,New
2018,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,576.2,6521.0,New
2018,2,6,Gràcia,28,Vallcarca i els Penitents,328.5,4020.8,New
2018,2,6,Gràcia,29,el Coll,,,New
2018,2,6,Gràcia,30,la Salut,,,New
2018,2,6,Gràcia,31,la Vila de Gràcia,418.6,4553.5,New
2018,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,,,New
2018,2,7,Horta-Guinardó,33,el Baix Guinardó,,,New
2018,2,7,Horta-Guinardó,34,Can Baró,,,New
2018,2,7,Horta-Guinardó,35,el Guinardó,,,New
2018,2,7,Horta-Guinardó,36,la Font d'en Fargues,,,New
2018,2,7,Horta-Guinardó,37,el Carmel,177.6,2911.8,New
2018,2,7,Horta-Guinardó,38,la Teixonera,121.3,2901.8,New
2018,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,,,New
2018,2,7,Horta-Guinardó,40,Montbau,,,New
2018,2,7,Horta-Guinardó,41,la Vall d'Hebron,150.0,2586.2,New
2018,2,7,Horta-Guinardó,42,la Clota,,,New
2018,2,7,Horta-Guinardó,43,Horta,225.2,3532.1,New
2018,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,,,New
2018,2,8,Nou Barris,45,Porta,,,New
2018,2,8,Nou Barris,46,el Turó de la Peira,,,New
2018,2,8,Nou Barris,47,Can Peguera,,,New
2018,2,8,Nou Barris,48,la Guineueta,,,New
2018,2,8,Nou Barris,49,Canyelles,,,New
2018,2,8,Nou Barris,50,les Roquetes,,,New
2018,2,8,Nou Barris,51,Verdun,,,New
2018,2,8,Nou Barris,52,la Prosperitat,,,New
2018,2,8,Nou Barris,53,la Trinitat Nova,,,New
2018,2,8,Nou Barris,54,Torre Baró,,,New
2018,2,8,Nou Barris,55,Ciutat Meridiana,,,New
2018,2,8,Nou Barris,56,Vallbona,,,New
2018,2,9,Sant Andreu,57,la Trinitat Vella,,,New
2018,2,9,Sant Andreu,58,Baró de Viver,,,New
2018,2,9,Sant Andreu,59,el Bon Pastor,210.0,3113.5,New
2018,2,9,Sant Andreu,60,Sant Andreu,,,New
