Year,Code_Dist,Name_Dist,Code_NBHD,Name_NBHD,Gender,Nationality,Age,Amount
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Foreigners,40-44 anys,220
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Foreigners,40-44 anys,432
2019,2,Eixample,5,el Fort Pienc,Dona,Foreigners,40-44 anys,444
2019,2,Eixample,6,la Sagrada Família,Dona,Foreigners,40-44 anys,512
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Foreigners,40-44 anys,501
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Foreigners,40-44 anys,422
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Foreigners,40-44 anys,546
2019,2,Eixample,10,Sant Antoni,Dona,Foreigners,40-44 anys,460
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Foreigners,40-44 anys,656
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Foreigners,40-44 anys,7
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Foreigners,40-44 anys,299
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Foreigners,40-44 anys,85
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Foreigners,40-44 anys,183
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Foreigners,40-44 anys,146
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Foreigners,40-44 anys,227
2019,3,Sants-Montjuïc,18,Sants,Dona,Foreigners,40-44 anys,389
2019,4,Les Corts,19,les Corts,Dona,Foreigners,40-44 anys,294
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Foreigners,40-44 anys,157
2019,4,Les Corts,21,Pedralbes,Dona,Foreigners,40-44 anys,150
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Foreigners,40-44 anys,55
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Foreigners,40-44 anys,216
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Foreigners,40-44 anys,114
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Foreigners,40-44 anys,172
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Foreigners,40-44 anys,387
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Foreigners,40-44 anys,258
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Foreigners,40-44 anys,121
2019,6,Gràcia,29,el Coll,Dona,Foreigners,40-44 anys,76
2019,6,Gràcia,30,la Salut,Dona,Foreigners,40-44 anys,101
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Foreigners,40-44 anys,584
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Foreigners,40-44 anys,283
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Foreigners,40-44 anys,189
2019,7,Horta-Guinardó,34,Can Baró,Dona,Foreigners,40-44 anys,79
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Foreigners,40-44 anys,349
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Foreigners,40-44 anys,51
2019,7,Horta-Guinardó,37,el Carmel,Dona,Foreigners,40-44 anys,318
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Foreigners,40-44 anys,101
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Foreigners,40-44 anys,53
2019,7,Horta-Guinardó,40,Montbau,Dona,Foreigners,40-44 anys,42
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Foreigners,40-44 anys,21
2019,7,Horta-Guinardó,42,la Clota,Dona,Foreigners,40-44 anys,4
2019,7,Horta-Guinardó,43,Horta,Dona,Foreigners,40-44 anys,188
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Foreigners,40-44 anys,205
2019,8,Nou Barris,45,Porta,Dona,Foreigners,40-44 anys,320
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Foreigners,40-44 anys,185
2019,8,Nou Barris,47,Can Peguera,Dona,Foreigners,40-44 anys,16
2019,8,Nou Barris,48,la Guineueta,Dona,Foreigners,40-44 anys,106
2019,8,Nou Barris,49,Canyelles,Dona,Foreigners,40-44 anys,24
2019,8,Nou Barris,50,les Roquetes,Dona,Foreigners,40-44 anys,186
2019,8,Nou Barris,51,Verdun,Dona,Foreigners,40-44 anys,138
2019,8,Nou Barris,52,la Prosperitat,Dona,Foreigners,40-44 anys,220
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Foreigners,40-44 anys,87
2019,8,Nou Barris,54,Torre Baró,Dona,Foreigners,40-44 anys,30
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Foreigners,40-44 anys,157
2019,8,Nou Barris,56,Vallbona,Dona,Foreigners,40-44 anys,11
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Foreigners,40-44 anys,145
2019,9,Sant Andreu,58,Baró de Viver,Dona,Foreigners,40-44 anys,22
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Foreigners,40-44 anys,117
2019,9,Sant Andreu,60,Sant Andreu,Dona,Foreigners,40-44 anys,271
2019,9,Sant Andreu,61,la Sagrera,Dona,Foreigners,40-44 anys,200
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Foreigners,40-44 anys,125
2019,9,Sant Andreu,63,Navas,Dona,Foreigners,40-44 anys,194
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Foreigners,40-44 anys,334
2019,10,Sant Martí,65,el Clot,Dona,Foreigners,40-44 anys,194
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Foreigners,40-44 anys,181
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Foreigners,40-44 anys,106
2019,10,Sant Martí,68,el Poblenou,Dona,Foreigners,40-44 anys,426
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Foreigners,40-44 anys,161
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Foreigners,40-44 anys,300
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Foreigners,40-44 anys,182
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Foreigners,40-44 anys,207
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Foreigners,40-44 anys,207
2019,1,Ciutat Vella,1,el Raval,Dona,Foreigners,45-49 anys,698
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Foreigners,45-49 anys,200
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Foreigners,45-49 anys,112
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Foreigners,45-49 anys,270
2019,2,Eixample,5,el Fort Pienc,Dona,Foreigners,45-49 anys,236
2019,2,Eixample,6,la Sagrada Família,Dona,Foreigners,45-49 anys,370
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Foreigners,45-49 anys,370
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Foreigners,45-49 anys,330
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Foreigners,45-49 anys,345
2019,2,Eixample,10,Sant Antoni,Dona,Foreigners,45-49 anys,282
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Foreigners,45-49 anys,391
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Foreigners,45-49 anys,7
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Foreigners,45-49 anys,215
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Foreigners,45-49 anys,70
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Foreigners,45-49 anys,133
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Foreigners,45-49 anys,113
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Foreigners,45-49 anys,185
2019,3,Sants-Montjuïc,18,Sants,Dona,Foreigners,45-49 anys,273
2019,4,Les Corts,19,les Corts,Dona,Foreigners,45-49 anys,212
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Foreigners,45-49 anys,119
2019,4,Les Corts,21,Pedralbes,Dona,Foreigners,45-49 anys,120
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Foreigners,45-49 anys,52
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Foreigners,45-49 anys,198
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Foreigners,45-49 anys,103
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Foreigners,45-49 anys,167
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Foreigners,45-49 anys,312
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Foreigners,45-49 anys,167
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Foreigners,45-49 anys,77
2019,6,Gràcia,29,el Coll,Dona,Foreigners,45-49 anys,48
2019,6,Gràcia,30,la Salut,Dona,Foreigners,45-49 anys,67
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Foreigners,45-49 anys,337
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Foreigners,45-49 anys,164
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Foreigners,45-49 anys,135
2019,7,Horta-Guinardó,34,Can Baró,Dona,Foreigners,45-49 anys,46
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Foreigners,45-49 anys,191
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Foreigners,45-49 anys,20
2019,7,Horta-Guinardó,37,el Carmel,Dona,Foreigners,45-49 anys,200
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Foreigners,45-49 anys,64
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Foreigners,45-49 anys,53
2019,7,Horta-Guinardó,40,Montbau,Dona,Foreigners,45-49 anys,16
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Foreigners,45-49 anys,30
2019,7,Horta-Guinardó,42,la Clota,Dona,Foreigners,45-49 anys,3
2019,7,Horta-Guinardó,43,Horta,Dona,Foreigners,45-49 anys,145
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Foreigners,45-49 anys,156
2019,8,Nou Barris,45,Porta,Dona,Foreigners,45-49 anys,198
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Foreigners,45-49 anys,142
2019,8,Nou Barris,47,Can Peguera,Dona,Foreigners,45-49 anys,16
2019,8,Nou Barris,48,la Guineueta,Dona,Foreigners,45-49 anys,73
2019,8,Nou Barris,49,Canyelles,Dona,Foreigners,45-49 anys,17
2019,8,Nou Barris,50,les Roquetes,Dona,Foreigners,45-49 anys,131
2019,8,Nou Barris,51,Verdun,Dona,Foreigners,45-49 anys,113
2019,8,Nou Barris,52,la Prosperitat,Dona,Foreigners,45-49 anys,188
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Foreigners,45-49 anys,53
2019,8,Nou Barris,54,Torre Baró,Dona,Foreigners,45-49 anys,26
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Foreigners,45-49 anys,109
2019,8,Nou Barris,56,Vallbona,Dona,Foreigners,45-49 anys,8
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Foreigners,45-49 anys,90
2019,9,Sant Andreu,58,Baró de Viver,Dona,Foreigners,45-49 anys,14
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Foreigners,45-49 anys,93
2019,9,Sant Andreu,60,Sant Andreu,Dona,Foreigners,45-49 anys,186
2019,9,Sant Andreu,61,la Sagrera,Dona,Foreigners,45-49 anys,173
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Foreigners,45-49 anys,78
2019,9,Sant Andreu,63,Navas,Dona,Foreigners,45-49 anys,130
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Foreigners,45-49 anys,230
2019,10,Sant Martí,65,el Clot,Dona,Foreigners,45-49 anys,151
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Foreigners,45-49 anys,99
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Foreigners,45-49 anys,71
2019,10,Sant Martí,68,el Poblenou,Dona,Foreigners,45-49 anys,223
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Foreigners,45-49 anys,87
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Foreigners,45-49 anys,246
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Foreigners,45-49 anys,116
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Foreigners,45-49 anys,134
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Foreigners,45-49 anys,141
2019,1,Ciutat Vella,1,el Raval,Dona,Foreigners,50-54 anys,487
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Foreigners,50-54 anys,136
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Foreigners,50-54 anys,97
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Foreigners,50-54 anys,170
2019,2,Eixample,5,el Fort Pienc,Dona,Foreigners,50-54 anys,175
2019,2,Eixample,6,la Sagrada Família,Dona,Foreigners,50-54 anys,261
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Foreigners,50-54 anys,229
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Foreigners,50-54 anys,216
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Foreigners,50-54 anys,266
2019,2,Eixample,10,Sant Antoni,Dona,Foreigners,50-54 anys,204
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Foreigners,50-54 anys,316
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Foreigners,50-54 anys,3
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Foreigners,50-54 anys,139
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Foreigners,50-54 anys,47
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Foreigners,50-54 anys,74
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Foreigners,50-54 anys,81
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Foreigners,50-54 anys,115
2019,3,Sants-Montjuïc,18,Sants,Dona,Foreigners,50-54 anys,191
2019,4,Les Corts,19,les Corts,Dona,Foreigners,50-54 anys,159
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Foreigners,50-54 anys,66
2019,4,Les Corts,21,Pedralbes,Dona,Foreigners,50-54 anys,74
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Foreigners,50-54 anys,25
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Foreigners,50-54 anys,120
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Foreigners,50-54 anys,66
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Foreigners,50-54 anys,92
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Foreigners,50-54 anys,202
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Foreigners,50-54 anys,98
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Foreigners,50-54 anys,73
2019,6,Gràcia,29,el Coll,Dona,Foreigners,50-54 anys,39
2019,6,Gràcia,30,la Salut,Dona,Foreigners,50-54 anys,43
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Foreigners,50-54 anys,205
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Foreigners,50-54 anys,95
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Foreigners,50-54 anys,101
2019,7,Horta-Guinardó,34,Can Baró,Dona,Foreigners,50-54 anys,34
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Foreigners,50-54 anys,158
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Foreigners,50-54 anys,20
2019,7,Horta-Guinardó,37,el Carmel,Dona,Foreigners,50-54 anys,136
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Foreigners,50-54 anys,41
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Foreigners,50-54 anys,26
2019,7,Horta-Guinardó,40,Montbau,Dona,Foreigners,50-54 anys,17
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Foreigners,50-54 anys,17
2019,7,Horta-Guinardó,42,la Clota,Dona,Foreigners,50-54 anys,1
2019,7,Horta-Guinardó,43,Horta,Dona,Foreigners,50-54 anys,112
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Foreigners,50-54 anys,109
2019,8,Nou Barris,45,Porta,Dona,Foreigners,50-54 anys,147
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Foreigners,50-54 anys,122
2019,8,Nou Barris,47,Can Peguera,Dona,Foreigners,50-54 anys,7
2019,8,Nou Barris,48,la Guineueta,Dona,Foreigners,50-54 anys,44
2019,8,Nou Barris,49,Canyelles,Dona,Foreigners,50-54 anys,10
2019,8,Nou Barris,50,les Roquetes,Dona,Foreigners,50-54 anys,92
2019,8,Nou Barris,51,Verdun,Dona,Foreigners,50-54 anys,75
2019,8,Nou Barris,52,la Prosperitat,Dona,Foreigners,50-54 anys,128
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Foreigners,50-54 anys,45
2019,8,Nou Barris,54,Torre Baró,Dona,Foreigners,50-54 anys,18
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Foreigners,50-54 anys,85
2019,8,Nou Barris,56,Vallbona,Dona,Foreigners,50-54 anys,3
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Foreigners,50-54 anys,71
2019,9,Sant Andreu,58,Baró de Viver,Dona,Foreigners,50-54 anys,13
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Foreigners,50-54 anys,66
2019,9,Sant Andreu,60,Sant Andreu,Dona,Foreigners,50-54 anys,153
2019,9,Sant Andreu,61,la Sagrera,Dona,Foreigners,50-54 anys,117
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Foreigners,50-54 anys,81
2019,9,Sant Andreu,63,Navas,Dona,Foreigners,50-54 anys,107
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Foreigners,50-54 anys,160
2019,10,Sant Martí,65,el Clot,Dona,Foreigners,50-54 anys,111
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Foreigners,50-54 anys,69
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Foreigners,50-54 anys,45
2019,10,Sant Martí,68,el Poblenou,Dona,Foreigners,50-54 anys,123
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Foreigners,50-54 anys,63
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Foreigners,50-54 anys,174
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Foreigners,50-54 anys,84
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Foreigners,50-54 anys,111
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Foreigners,50-54 anys,110
2019,1,Ciutat Vella,1,el Raval,Dona,Foreigners,55-59 anys,355
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Foreigners,55-59 anys,111
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Foreigners,55-59 anys,68
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Foreigners,55-59 anys,124
2019,2,Eixample,5,el Fort Pienc,Dona,Foreigners,55-59 anys,106
2019,2,Eixample,6,la Sagrada Família,Dona,Foreigners,55-59 anys,199
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Foreigners,55-59 anys,195
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Foreigners,55-59 anys,202
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Foreigners,55-59 anys,200
2019,2,Eixample,10,Sant Antoni,Dona,Foreigners,55-59 anys,147
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Foreigners,55-59 anys,200
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Foreigners,55-59 anys,4
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Foreigners,55-59 anys,104
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Foreigners,55-59 anys,51
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Foreigners,55-59 anys,61
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Foreigners,55-59 anys,52
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Foreigners,55-59 anys,77
2019,3,Sants-Montjuïc,18,Sants,Dona,Foreigners,55-59 anys,130
2019,4,Les Corts,19,les Corts,Dona,Foreigners,55-59 anys,110
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Foreigners,55-59 anys,47
2019,4,Les Corts,21,Pedralbes,Dona,Foreigners,55-59 anys,48
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Foreigners,55-59 anys,16
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Foreigners,55-59 anys,68
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Foreigners,55-59 anys,43
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Foreigners,55-59 anys,54
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Foreigners,55-59 anys,148
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Foreigners,55-59 anys,71
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Foreigners,55-59 anys,47
2019,6,Gràcia,29,el Coll,Dona,Foreigners,55-59 anys,17
2019,6,Gràcia,30,la Salut,Dona,Foreigners,55-59 anys,30
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Foreigners,55-59 anys,140
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Foreigners,55-59 anys,71
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Foreigners,55-59 anys,96
2019,7,Horta-Guinardó,34,Can Baró,Dona,Foreigners,55-59 anys,24
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Foreigners,55-59 anys,119
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Foreigners,55-59 anys,17
2019,7,Horta-Guinardó,37,el Carmel,Dona,Foreigners,55-59 anys,100
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Foreigners,55-59 anys,25
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Foreigners,55-59 anys,29
2019,7,Horta-Guinardó,40,Montbau,Dona,Foreigners,55-59 anys,11
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Foreigners,55-59 anys,13
2019,7,Horta-Guinardó,42,la Clota,Dona,Foreigners,55-59 anys,0
2019,7,Horta-Guinardó,43,Horta,Dona,Foreigners,55-59 anys,74
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Foreigners,55-59 anys,90
2019,8,Nou Barris,45,Porta,Dona,Foreigners,55-59 anys,118
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Foreigners,55-59 anys,94
2019,8,Nou Barris,47,Can Peguera,Dona,Foreigners,55-59 anys,5
2019,8,Nou Barris,48,la Guineueta,Dona,Foreigners,55-59 anys,39
2019,8,Nou Barris,49,Canyelles,Dona,Foreigners,55-59 anys,9
2019,8,Nou Barris,50,les Roquetes,Dona,Foreigners,55-59 anys,74
2019,8,Nou Barris,51,Verdun,Dona,Foreigners,55-59 anys,52
2019,8,Nou Barris,52,la Prosperitat,Dona,Foreigners,55-59 anys,84
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Foreigners,55-59 anys,38
2019,8,Nou Barris,54,Torre Baró,Dona,Foreigners,55-59 anys,10
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Foreigners,55-59 anys,72
2019,8,Nou Barris,56,Vallbona,Dona,Foreigners,55-59 anys,7
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Foreigners,55-59 anys,76
2019,9,Sant Andreu,58,Baró de Viver,Dona,Foreigners,55-59 anys,11
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Foreigners,55-59 anys,44
2019,9,Sant Andreu,60,Sant Andreu,Dona,Foreigners,55-59 anys,113
2019,9,Sant Andreu,61,la Sagrera,Dona,Foreigners,55-59 anys,93
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Foreigners,55-59 anys,39
2019,9,Sant Andreu,63,Navas,Dona,Foreigners,55-59 anys,67
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Foreigners,55-59 anys,134
2019,10,Sant Martí,65,el Clot,Dona,Foreigners,55-59 anys,84
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Foreigners,55-59 anys,55
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Foreigners,55-59 anys,31
2019,10,Sant Martí,68,el Poblenou,Dona,Foreigners,55-59 anys,88
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Foreigners,55-59 anys,52
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Foreigners,55-59 anys,150
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Foreigners,55-59 anys,73
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Foreigners,55-59 anys,64
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Foreigners,55-59 anys,99
2019,1,Ciutat Vella,1,el Raval,Dona,Foreigners,60-64 anys,232
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Foreigners,60-64 anys,83
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Foreigners,60-64 anys,51
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Foreigners,60-64 anys,79
2019,2,Eixample,5,el Fort Pienc,Dona,Foreigners,60-64 anys,79
2019,2,Eixample,6,la Sagrada Família,Dona,Foreigners,60-64 anys,124
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Foreigners,60-64 anys,121
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Foreigners,60-64 anys,95
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Foreigners,60-64 anys,157
2019,2,Eixample,10,Sant Antoni,Dona,Foreigners,60-64 anys,102
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Foreigners,60-64 anys,126
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Foreigners,60-64 anys,0
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Foreigners,60-64 anys,63
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Foreigners,60-64 anys,33
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Foreigners,60-64 anys,44
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Foreigners,60-64 anys,32
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Foreigners,60-64 anys,77
2019,3,Sants-Montjuïc,18,Sants,Dona,Foreigners,60-64 anys,97
2019,4,Les Corts,19,les Corts,Dona,Foreigners,60-64 anys,81
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Foreigners,60-64 anys,47
2019,4,Les Corts,21,Pedralbes,Dona,Foreigners,60-64 anys,36
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Foreigners,60-64 anys,10
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Foreigners,60-64 anys,40
