"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nacionalitat","Nombre"
2016,8,"Nou Barris",56,"Vallbona","Tots espanyols",396
2016,9,"Sant Andreu",57,"la Trinitat Vella","Tots espanyols",2506
2016,9,"Sant Andreu",58,"Baró de Viver","Tots espanyols",833
2016,9,"Sant Andreu",59,"el Bon Pastor","Tots espanyols",3893
2016,9,"Sant Andreu",60,"Sant Andreu","Tots espanyols",21340
2016,9,"Sant Andreu",61,"la Sagrera","Tots espanyols",10131
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Tots espanyols",5128
2016,9,"Sant Andreu",63,"Navas","Tots espanyols",7654
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Tots espanyols",13411
2016,10,"Sant Martí",65,"el Clot","Tots espanyols",9079
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Tots espanyols",4745
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Tots espanyols",2694
2016,10,"Sant Martí",68,"el Poblenou","Tots espanyols",10751
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Tots espanyols",4299
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Tots espanyols",6492
2016,10,"Sant Martí",71,"Provençals del Poblenou","Tots espanyols",6918
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Tots espanyols",9338
2016,10,"Sant Martí",73,"la Verneda i la Pau","Tots espanyols",10180
2016,1,"Ciutat Vella",1,"el Raval","Tots estrangers",4552
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Tots estrangers",1837
2016,1,"Ciutat Vella",3,"la Barceloneta","Tots estrangers",1603
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Tots estrangers",2630
2016,2,"Eixample",5,"el Fort Pienc","Tots estrangers",1329
2016,2,"Eixample",6,"la Sagrada Família","Tots estrangers",2029
2016,2,"Eixample",7,"la Dreta de l'Eixample","Tots estrangers",2394
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Tots estrangers",2088
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Tots estrangers",2159
2016,2,"Eixample",10,"Sant Antoni","Tots estrangers",1639
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Tots estrangers",2352
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Tots estrangers",18
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Tots estrangers",654
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Tots estrangers",378
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Tots estrangers",700
2016,3,"Sants-Montjuïc",16,"la Bordeta","Tots estrangers",409
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Tots estrangers",709
2016,3,"Sants-Montjuïc",18,"Sants","Tots estrangers",1292
2016,4,"Les Corts",19,"les Corts","Tots estrangers",1068
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Tots estrangers",522
2016,4,"Les Corts",21,"Pedralbes","Tots estrangers",414
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Tots estrangers",120
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Tots estrangers",667
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Tots estrangers",276
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Tots estrangers",544
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Tots estrangers",1324
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Tots estrangers",1009
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Tots estrangers",446
2016,6,"Gràcia",29,"el Coll","Tots estrangers",227
2016,6,"Gràcia",30,"la Salut","Tots estrangers",362
2016,6,"Gràcia",31,"la Vila de Gràcia","Tots estrangers",2694
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Tots estrangers",1021
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Tots estrangers",676
2016,7,"Horta-Guinardó",34,"Can Baró","Tots estrangers",247
2016,7,"Horta-Guinardó",35,"el Guinardó","Tots estrangers",887
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Tots estrangers",85
2016,7,"Horta-Guinardó",37,"el Carmel","Tots estrangers",710
2016,7,"Horta-Guinardó",38,"la Teixonera","Tots estrangers",265
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Tots estrangers",143
2016,7,"Horta-Guinardó",40,"Montbau","Tots estrangers",96
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Tots estrangers",89
2016,7,"Horta-Guinardó",42,"la Clota","Tots estrangers",10
2016,7,"Horta-Guinardó",43,"Horta","Tots estrangers",391
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Tots estrangers",538
2016,8,"Nou Barris",45,"Porta","Tots estrangers",476
2016,8,"Nou Barris",46,"el Turó de la Peira","Tots estrangers",417
2016,8,"Nou Barris",47,"Can Peguera","Tots estrangers",22
2016,8,"Nou Barris",48,"la Guineueta","Tots estrangers",148
2016,8,"Nou Barris",49,"Canyelles","Tots estrangers",46
2016,8,"Nou Barris",50,"les Roquetes","Tots estrangers",500
2016,8,"Nou Barris",51,"Verdun","Tots estrangers",323
2016,8,"Nou Barris",52,"la Prosperitat","Tots estrangers",567
2016,8,"Nou Barris",53,"la Trinitat Nova","Tots estrangers",206
2016,8,"Nou Barris",54,"Torre Baró","Tots estrangers",66
2016,8,"Nou Barris",55,"Ciutat Meridiana","Tots estrangers",417
2016,8,"Nou Barris",56,"Vallbona","Tots estrangers",26
2016,9,"Sant Andreu",57,"la Trinitat Vella","Tots estrangers",441
2016,9,"Sant Andreu",58,"Baró de Viver","Tots estrangers",37
2016,9,"Sant Andreu",59,"el Bon Pastor","Tots estrangers",215
2016,9,"Sant Andreu",60,"Sant Andreu","Tots estrangers",608
2016,9,"Sant Andreu",61,"la Sagrera","Tots estrangers",549
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Tots estrangers",293
2016,9,"Sant Andreu",63,"Navas","Tots estrangers",478
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Tots estrangers",1183
2016,10,"Sant Martí",65,"el Clot","Tots estrangers",724
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Tots estrangers",609
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Tots estrangers",409
2016,10,"Sant Martí",68,"el Poblenou","Tots estrangers",1344
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Tots estrangers",586
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Tots estrangers",887
2016,10,"Sant Martí",71,"Provençals del Poblenou","Tots estrangers",543
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Tots estrangers",472
2016,10,"Sant Martí",73,"la Verneda i la Pau","Tots estrangers",460
2016,1,"Ciutat Vella",1,"el Raval","Llars mixtes",3621
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Llars mixtes",1140
2016,1,"Ciutat Vella",3,"la Barceloneta","Llars mixtes",899
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Llars mixtes",1663
2016,2,"Eixample",5,"el Fort Pienc","Llars mixtes",1492
2016,2,"Eixample",6,"la Sagrada Família","Llars mixtes",2418
2016,2,"Eixample",7,"la Dreta de l'Eixample","Llars mixtes",2265
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Llars mixtes",2178
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Llars mixtes",2616
2016,2,"Eixample",10,"Sant Antoni","Llars mixtes",2038
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Llars mixtes",2598
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Llars mixtes",27
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Llars mixtes",1078
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Llars mixtes",495
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Llars mixtes",834
2016,3,"Sants-Montjuïc",16,"la Bordeta","Llars mixtes",654
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Llars mixtes",1023
2016,3,"Sants-Montjuïc",18,"Sants","Llars mixtes",1788
2016,4,"Les Corts",19,"les Corts","Llars mixtes",1369
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Llars mixtes",740
2016,4,"Les Corts",21,"Pedralbes","Llars mixtes",398
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Llars mixtes",196
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Llars mixtes",820
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Llars mixtes",494
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Llars mixtes",862
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Llars mixtes",1762
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Llars mixtes",1164
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Llars mixtes",619
2016,6,"Gràcia",29,"el Coll","Llars mixtes",305
2016,6,"Gràcia",30,"la Salut","Llars mixtes",497
2016,6,"Gràcia",31,"la Vila de Gràcia","Llars mixtes",2594
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Llars mixtes",1338
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Llars mixtes",986
2016,7,"Horta-Guinardó",34,"Can Baró","Llars mixtes",346
2016,7,"Horta-Guinardó",35,"el Guinardó","Llars mixtes",1518
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Llars mixtes",200
2016,7,"Horta-Guinardó",37,"el Carmel","Llars mixtes",1084
2016,7,"Horta-Guinardó",38,"la Teixonera","Llars mixtes",400
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Llars mixtes",250
2016,7,"Horta-Guinardó",40,"Montbau","Llars mixtes",133
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Llars mixtes",132
2016,7,"Horta-Guinardó",42,"la Clota","Llars mixtes",18
2016,7,"Horta-Guinardó",43,"Horta","Llars mixtes",664
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Llars mixtes",875
2016,8,"Nou Barris",45,"Porta","Llars mixtes",868
2016,8,"Nou Barris",46,"el Turó de la Peira","Llars mixtes",791
2016,8,"Nou Barris",47,"Can Peguera","Llars mixtes",68
2016,8,"Nou Barris",48,"la Guineueta","Llars mixtes",346
2016,8,"Nou Barris",49,"Canyelles","Llars mixtes",103
2016,8,"Nou Barris",50,"les Roquetes","Llars mixtes",642
2016,8,"Nou Barris",51,"Verdun","Llars mixtes",489
2016,8,"Nou Barris",52,"la Prosperitat","Llars mixtes",850
2016,8,"Nou Barris",53,"la Trinitat Nova","Llars mixtes",282
2016,8,"Nou Barris",54,"Torre Baró","Llars mixtes",133
2016,8,"Nou Barris",55,"Ciutat Meridiana","Llars mixtes",540
2016,8,"Nou Barris",56,"Vallbona","Llars mixtes",48
2016,9,"Sant Andreu",57,"la Trinitat Vella","Llars mixtes",526
2016,9,"Sant Andreu",58,"Baró de Viver","Llars mixtes",93
2016,9,"Sant Andreu",59,"el Bon Pastor","Llars mixtes",352
2016,9,"Sant Andreu",60,"Sant Andreu","Llars mixtes",1415
2016,9,"Sant Andreu",61,"la Sagrera","Llars mixtes",1016
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Llars mixtes",496
2016,9,"Sant Andreu",63,"Navas","Llars mixtes",832
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Llars mixtes",1676
2016,10,"Sant Martí",65,"el Clot","Llars mixtes",964
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Llars mixtes",683
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Llars mixtes",417
2016,10,"Sant Martí",68,"el Poblenou","Llars mixtes",1467
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Llars mixtes",542
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Llars mixtes",888
2016,10,"Sant Martí",71,"Provençals del Poblenou","Llars mixtes",678
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Llars mixtes",774
2016,10,"Sant Martí",73,"la Verneda i la Pau","Llars mixtes",773
